Key,Comment,Japanese,Japanese_Steam,English
Nayuta.Fallen2-33,ゴブリン型怪人,「ギャギャ？」,「ギャギャ？」,"""Gah―gah?"""
,,,,
Nayuta.Fallen2-34,那由多,(～～～っ、この私がこんな屈辱的な事をっ、しかし仕方ありませんっ！脱出するためですっ！),(～～～っ、この私がこんな屈辱的な事をっ、しかし仕方ありませんっ！脱出するためですっ！),"(~~~~, this is such a humiliating thing for me to do, but I have no choice! To escape!)"
,,,,
Nayuta.Fallen2-35,,「ほらっ♥、れろっ♥、こっちの方がっ♥、気持ちいいれすよっ♥、れろっ♥！」,「ほらっ♥、れろっ♥、こっちの方がっ♥、気持ちいいれすよっ♥、れろっ♥！」,"""Here, here, here, here, here, here, here, here, here, here, here, here, here, here, here, here, here, here, here, here, here!"""
,,,,
Nayuta.Fallen2-36,ゴブリン型怪人,「ギャッギャッ？！ギャギャギャwww」,「ギャッギャッ？！ギャギャギャwww」,"Gah―gah?"" Gah―gah―www!"""
,,,,
Nayuta.Fallen2-37,,怪人は那由多の様子を見て腹を抱えて笑う,怪人は那由多の様子を見て腹を抱えて笑う,The monster looks at Nayuta and laughs in his belly.
,,,,
Nayuta.Fallen2-38,那由多,「つっ！？、このっ、馬鹿にしてっ！」,「つっ！？、このっ、馬鹿にしてっ！」,What? You idiot!
,,,,
Nayuta.Fallen2-39,ゴブリン型怪人,「ギャギャッ…」,「ギャギャッ…」,"""Gah gah..."""
,,,,
Nayuta.Fallen2-40,,突然ゴブリン型怪人が部屋から出て行く,突然ゴブリン型怪人が部屋から出て行く,Suddenly a goblin―type monster leaves the room.
,,,,
Nayuta.Fallen2-41,那由多,「なっ？……いきなり何を…」,「なっ？……いきなり何を…」,"What? ...... what are you suddenly..."""
,Nayuta darkness 2-8,,,
Nayuta.Fallen2-42,ゴブリン型怪人,「ギャギャ！」,「ギャギャ！」,"Gah―gah!"""
,,,,
Nayuta.Fallen2-43,那由多,「っ……！それは私の刀っ！あなたが勝手に触っていいようなものではありませんっ！」,「っ……！それは私の刀っ！あなたが勝手に触っていいようなものではありませんっ！」,You can find it at ......! That's my sword! It is not something you are allowed to touch without permission!
,,,,
Nayuta.Fallen2-44,ゴブリン型怪人,「ギャギャ……ギャ！」,「ギャギャ……ギャ！」,"""Gah gah ...... gah!"""
,,,,
Nayuta.Fallen2-45,,怪人は刀を握り、両側に力をこめる,怪人は刀を握り、両側に力をこめる,The monster grips his sword and strains on both sides.
,,,,
Nayuta.Fallen2-46,那由多,「なっ、何をするつもりですか！？、やめなさい！」,「なっ、何をするつもりですか！？、やめなさい！」,What are you doing? Stop it!
,,,,
Nayuta.Fallen2-47,,「その刀は家系に代々伝わって来たもの…！私の聖核戦姫の誇りでっ―――――」,「その刀は家系に代々伝わって来たもの…！私の聖核戦姫の誇りでっ―――――」,"The sword has been in my family for generations! It is the pride of my Seikaku Princess. ―――――"""
,,,,
Nayuta.Fallen2-48,Nayuta darkness 2-9,バキッ！！,バキッ！！,Baki!
,,,,
Nayuta.Fallen2-49,那由多,「―――――なっ！！」,「―――――なっ！！」,"""―――――!!!!"""
,,,,
Nayuta.Fallen2-50,ゴブリン型怪人,「ギャッ♪　ギャッ♪」,「ギャッ♪　ギャッ♪」,♪ Gah ♪ ♪ Gah ♪
,,,,
Nayuta.Fallen2-51,那由多,「―――――よくも私の刀をっ！絶対に許さなひぐッっッ！？！」,「―――――よくも私の刀をっ！絶対に許さなひぐッっッ！？！」,I'll never allow you to use my sword! I will never forgive you!
,,,,
Nayuta.Fallen2-52,Nayuta darkness 2-10,那由多の膣内に刀の持ち手が突っ込まれる,那由多の膣内に刀の持ち手が突っ込まれる,The handle of the sword is plunged into Nayuta's vagina
,,,,
Nayuta.Fallen2-53,ゴブリン型怪人,「ギャッ、ギャッ！」,「ギャッ、ギャッ！」,"Gah, gah!"""
,,,,
Nayuta.Fallen2-54,那由多,「お゛お゛っ！？、お゛おっ♥」,「お゛お゛っ！？、お゛おっ♥」,"""Oh―oh―oh! Oh, oh, oh ♥"""
,,,,
Nayuta.Fallen2-55,,ズボッ、ズボッ、グチュッ！,ズボッ、ズボッ、グチュッ！,"Zubotsu, zubotsu, guchu!"
,,,,
Nayuta.Fallen2-56,那由多,「ひぎっ、この刀はっ、私の誇りなのにッ！、こんなっ！」,「ひぎっ、この刀はっ、私の誇りなのにッ！、こんなっ！」,I'm so proud of this sword! Don't you dare!
,,,,
Nayuta.Fallen2-57,,その時、怪人が言葉を発する,その時、怪人が言葉を発する,"At that moment, the monster utters the words"
,,,,
Nayuta.Fallen2-58,ゴブリン型怪人,「ギャギャッ！オマエ、バカッ！」,「ギャギャッ！オマエ、バカッ！」,"""Gah, gah, gah! You idiot!"""
,,,,
Nayuta.Fallen2-59,那由多,「ん゛ん゛っ♥、お゛！？コイツッ、な、なんで喋ってっ！」,「ん゛ん゛っ♥、お゛！？コイツッ、な、なんで喋ってっ！」,"""D―d―d―d―d―d―d―d―d―d―d―d! He's talking, why is he talking?"
,,,,
Nayuta.Fallen2-60,ゴブリン型怪人,「ニゲル、ツモリ、バレバレダッタ！」,「ニゲル、ツモリ、バレバレダッタ！」,"Nigel, tsumori, vare vare datta!"""
,,,,
Nayuta.Fallen2-61,那由多,「なっ！…、そんなっ♥、お゛ほ゛っ♥！」,「なっ！…、そんなっ♥、お゛ほ゛っ♥！」,"""Nah! ...oh, my God!"
,,,,
Nayuta.Fallen2-62,ゴブリン型怪人,「チンポ、ワザト、クチニ、イレテヤッタ！」,「チンポ、ワザト、クチニ、イレテヤッタ！」,"""Dick, wazato, kuchi ni irette yatta!"""
,,,,
Nayuta.Fallen2-63,那由多,「ひぎっ♥、そんなっ♥、私、コイツに遊ばれてたっ？！ひぐっ♥」,「ひぎっ♥、そんなっ♥、私、コイツに遊ばれてたっ？！ひぐっ♥」,I was playing with this guy? I'm so sorry.
,,,,
Nayuta.Fallen2-64,,怪人は激しく刀を出し入れし、持ち手の凹凸が那由多の膣内をこすり上げる,怪人は激しく刀を出し入れし、持ち手の凹凸が那由多の膣内をこすり上げる,"The monster violently moves the sword in and out, the unevenness of the handle rubbing up against Nayuta's vagina."
,,,,
Nayuta.Fallen2-65,ゴブリン型怪人,「ギャギャ！サアイケッ！イケッ！」,「ギャギャ！サアイケッ！イケッ！」,"Gya gya! Saai kekk! Yikes!"""
,,,,
Nayuta.Fallen2-66,那由多,「ひぎっ♥、お゛お゛っ♥」,「ひぎっ♥、お゛お゛っ♥」,"""HIGH ♥, OHHHH ♥."""
,Nayuta darkness 2-12,,,
Nayuta.Fallen2-67,,プシュッ、プシュッ、プシャアアアアッ！,プシュッ、プシュッ、プシャアアアアッ！,"Push, push, pushaaaah!"
,,,,
Nayuta.Fallen2-68,ゴブリン型怪人,「ギャッ！ギャッ！ブザマッ！ブザマッ！」,「ギャッ！ギャッ！ブザマッ！ブザマッ！」,"Gah! Gah! Buzamat! Buzammah!"""
,,,,
Nayuta.Fallen2-69,那由多,「お゛お゛っ♥……お゛っ♥…」,「お゛お゛っ♥……お゛っ♥…」,"""Oooooooh ♥...... oooooh ♥..."""
,Nayuta darkness 2-4,,,
Nayuta.Fallen2-70,那由多,「―――――っ！、一体どれだけ私に辱めをっ！絶対に許せませんッ！」,「―――――っ！、一体どれだけ私に辱めをっ！絶対に許せませんッ！」,"I've been on the receiving end of a lot of ""―――――. How many times have you humiliated me? I will never forgive you!"
,,,,
Nayuta.Fallen2-71,ゴブリン型怪人,「ギャギャ♪　ムリッ！オマエ、モウオシマイ！」,「ギャギャ♪　ムリッ！オマエ、モウオシマイ！」,"""Gah, gah, mr! You, moooshimai!"""
,,,,
Nayuta.Fallen2-72,那由多,「っ、私は最強の聖核戦姫です！あなたになどに負け―――――ん゛お゛っ♥！」,「っ、私は最強の聖核戦姫です！あなたになどに負け―――――ん゛お゛っ♥！」,I am the most powerful Seikaku Princess! You can't beat me!
,Nayuta darkness 2-14,,,
Nayuta.Fallen2-73,,パンッ、パンッ、パンッ、パンッ！,パンッ、パンッ、パンッ、パンッ！,"Pang, pang, pang, pang!"
,,,,
Nayuta.Fallen2-74,,怪人は那由多に飛びつき、腰を振り始める,怪人は那由多に飛びつき、腰を振り始める,The monster jumps on Nayuta and starts shaking his hips
,,,,
Nayuta.Fallen2-75,ゴブリン型怪人,「ギャギャッ！ココニ、エネルギー、アルノ、ワカッテル！」,「ギャギャッ！ココニ、エネルギー、アルノ、ワカッテル！」,"""Gah, gah, gah! I've got energy in here, I know it!"""
,,,,
Nayuta.Fallen2-76,那由多,「ひぐうっ♥、そんなっ♥、待ってっ♥！」,「ひぐうっ♥、そんなっ♥、待ってっ♥！」,"""Hi―guh, oh, no, wait!"
,,,,
Nayuta.Fallen2-77,那由多,(いえ―――、こんな時こそ落ち着きなさいっ！),(いえ―――、こんな時こそ落ち着きなさいっ！),"(No―――, this is the time to calm down!)"
,,,,
Nayuta.Fallen2-78,,(あと少しで変身するだけのエネルギーがたまります！),(あと少しで変身するだけのエネルギーがたまります！),(Just a few more minutes and you'll have enough energy to transform!)
,,,,
Nayuta.Fallen2-79,,(後少し！私が絶頂しなければいいだけの事っ！こんなチンポなんかにっ！私は―――),(後少し！私が絶頂しなければいいだけの事っ！こんなチンポなんかにっ！私は―――),(Almost there! All I have to do is not climax! I'm not going to let this cock do this to me! I'm gonna...)
,,,,
Nayuta.Fallen2-80,,パンッ、パンッ、パンッ、パンッ！,パンッ、パンッ、パンッ、パンッ！,"Pang, pang, pang, pang!"
,,,,
Nayuta.Fallen2-81,那由多,「くうううっ♥、ぐうっ♥、耐えっ…ます！」,「くうううっ♥、ぐうっ♥、耐えっ…ます！」,"""Kuuuuu♥♥, gghhh, I'll endure...sir!"""
,,,,
Nayuta.Fallen2-82,ゴブリン型怪人,「ギャギャッ、ワルアガキッ！バカダナ！」,「ギャギャッ、ワルアガキッ！バカダナ！」,"Gah gah gah, badass kid! Stupid kid!"""
,,,,
Nayuta.Fallen2-83,那由多,「お゛お゛っ♥、私にはっ！全ての聖核戦姫の命運がかかっているのですっ！」,「お゛お゛っ♥、私にはっ！全ての聖核戦姫の命運がかかっているのですっ！」,"""Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh! The fate of all the Seikaku Princesses depends on me!"""
,,,,
Nayuta.Fallen2-84,,パンッ、パンッ、パンッ、パンッ！,パンッ、パンッ、パンッ、パンッ！,"Pang, pang, pang, pang!"
,,,,
Nayuta.Fallen2-85,那由多,「ひぎっっ♥、私はっ、最強の聖核戦姫ですっ！こんなチンポなんかに！」,「ひぎっっ♥、私はっ、最強の聖核戦姫ですっ！こんなチンポなんかに！」,I am the strongest Seikaku Princess! I'm the most powerful Seikaku Princess!
,,,,
Nayuta.Fallen2-86,ゴブリン型怪人,「ギャギャッ！ムダダッ！セイエキダシテヤル！サアイケッ！」,「ギャギャッ！ムダダッ！セイエキダシテヤル！サアイケッ！」,"Gah gah gah! Muda―da―da―da! Sayekidashiteyaru! Saai kekk!"""
,,,,
Nayuta.Fallen2-87,那由多,「ひぎいっ♥、全ての聖核戦姫のためにっ！私はっ、チンポなんかに、負けな―――――」,「ひぎいっ♥、全ての聖核戦姫のためにっ！私はっ、チンポなんかに、負けな―――――」,I'm not going to be defeated by a cock! I will not be defeated by a cock. ―――――
,,,,
Nayuta.Fallen2-88,Nayuta darkness 2-15,ドビュルルルッルルッ！ビュルッ、ドビュルルルッ！！！,ドビュルルルッルルッ！ビュルッ、ドビュルルルッ！！！, Burrrrrrrrrrrrrrrrrrrrrrrrrrrrr!
,,,,
Nayuta.Fallen2-89,那由多,「いっぎいっ！！いっぐうううぅぅぅっっ♥！！？！？」,「いっぎいっ！！いっぐうううぅぅぅっっ♥！！？！？」,Iggy! Iiguiuuggghhhhhh!
,,,,
Nayuta.Fallen2-90,ゴブリン型怪人,「ギャギャッ！イッタ！イッタ！ザコ！ザコ！」,「ギャギャッ！イッタ！イッタ！ザコ！ザコ！」,"Gah―gah!"" Itta! Itta! Zacho! Zacko!"
,,,,
Nayuta.Fallen2-91,,「オマエノマケッ！エネルギーイタダキッ！」,「オマエノマケッ！エネルギーイタダキッ！」,"Omaeno makke! Energy itadakki!"""
,,,,
Nayuta.Fallen2-92,那由多,「お゛っほっ♥、そんなあっ♥、うそだぁ♥、私がっ♥♥！」,「お゛っほっ♥、そんなあっ♥、うそだぁ♥、私がっ♥♥！」,"""Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no!"""
,,,,
Nayuta.Fallen2-93,ゴブリン型怪人,「ギャギャッ！、オマエノチカラッ！スベテオレノモノッ！」,「ギャギャッ！、オマエノチカラッ！スベテオレノモノッ！」,Gah gah gah! I'm so happy to see you! It's mine!
,,,,
Nayuta.Fallen2-94,ゴブリン型怪人,「オマエ、カンゼンニオワリ！オマエ、オレノドレイ！」,「オマエ、カンゼンニオワリ！オマエ、オレノドレイ！」,"You, kanzen niowari! You, Ore―no―Drei!"""
,,,,
Nayuta.Fallen2-95,,怪人はマーキングをするかのように那由多に精液を流し込み続ける,怪人はマーキングをするかのように那由多に精液を流し込み続ける,The monster continues to pour semen into Nayuta as if marking her.
,,,,
Nayuta.Fallen2-96,,ドビュルルッ！ドビュルルッ！,ドビュルルッ！ドビュルルッ！,Doburrrrrrrrrrrrr! Doburrrrrrrrrrrrrrrrrrr!
,,,,
Nayuta.Fallen2-97,那由多,「ひっぐう♥、お゛お゛っ♥、お゛～～♥♥♥」,「ひっぐう♥、お゛お゛っ♥、お゛～～♥♥♥」,"""Hi―guh♥, ooo―ooh♥, ooo―ooh~♥♥♥."""
,,,,
Nayuta.Fallen2-98,那由多,(私っ、完全に負けてッ…！私が負けちゃったから…、聖核戦姫はっ！？聖月女学園はっ―――――),(私っ、完全に負けてッ…！私が負けちゃったから…、聖核戦姫はっ！？ホーリーコア・レギオンはっ―――――),"(I, I lost completely...! Because I lost..., Seikaku Princess! Seigetsu Girl Academy is ―――――)"
,,,,
Nayuta.Fallen2-99,,ドビュルルッ！ドビュルルッ！,ドビュルルッ！ドビュルルッ！,Doburrrrrrrrrrrrr! Doburrrrrrrrrrrrrrrrrrr!
,,,,
Nayuta.Fallen2-100,那由多,「お゛お゛っ♥、お゛お゛っ♥またイグッ！、エネルギー、取られるっ！」,「お゛お゛っ♥、お゛お゛っ♥またイグッ！、エネルギー、取られるっ！」,"Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh! They're taking all my energy!"""
,,,,
Nayuta.Fallen2-101,,最強の聖核戦姫は完全に逆転の芽を失い、那由多の思考は白濁液と快楽の中に溶けていくのだった,最強の聖核戦姫は完全に逆転の芽を失い、那由多の思考は白濁液と快楽の中に溶けていくのだった,"The strongest Seikaku Princess completely lost the bud of reversal, and Nayuta's thoughts melted away in a cloud of white fluid and pleasure."
,,,,
Nayuta Fallen Scene３,注釈,闇堕ちシーン,闇堕ちシーン,闇堕ちシーン
,暗転,,,
Nayuta.Fallen3-1,Nayuta darkness 3ｰ1,財団地下拘束施設にて―――――,財団地下拘束施設にて―――――,At the Foundation's Underground Restraint Facility: ―――――
,,,,
Nayuta.Fallen3-2,,ドチュッ！！、ドチュッ！！、ドチュッ！！,ドチュッ！！、ドチュッ！！、ドチュッ！！,Doo―doo! Doo―doo! Doo―doo!
,,,,
Nayuta.Fallen3-3,那由多,「ひぎっっ♥！、お゛お゛っ♥、お゛っ♥」,「ひぎっっ♥！、お゛お゛っ♥、お゛っ♥」,"""Hi―giggity―♥! Oh, oh, oh, oh, oh, oh, oh!"""
,,,,
Nayuta.Fallen3-4,那由多,「お゛っ♥、イグッ♥！、子宮潰されてっ♥、また負けちゃうっ♥！」,「お゛っ♥、イグッ♥！、子宮潰されてっ♥、また負けちゃうっ♥！」,"""Oh, oh, oh, oh, oh, oh! I'm getting my uterus crushed... I'm losing again!"
,,,,
Nayuta.Fallen3-5,,那由多は巨大な怪人に抱え込まれ、肉棒に貫かれながら体を上下に振られていた,那由多は巨大な怪人に抱え込まれ、肉棒に貫かれながら体を上下に振られていた,"Nayuta was being held by a huge monster, and her body was being swung up and down while being penetrated by a meat pole."
,,,,
Nayuta.Fallen3-6,怪人,「グフフッ、那由多よっ、どうだ俺のチンポは？」,「グフフッ、那由多よっ、どうだ俺のチンポは？」,"""Guffaw, Nayuta, how's my dick?"""
,,,,
Nayuta.Fallen3-7,那由多,「お゛っ♥、す、凄いですご主人様っ♥、このチンポ好きですっ♥」,「お゛っ♥、す、凄いですご主人様っ♥、このチンポ好きですっ♥」,"""Oh, my God, that's great, Master, I love this cock."""
,,,,
Nayuta.Fallen3-8,怪人,「グフフッ、すっかり従順になったな！良いことだっ！」,「グフフッ、すっかり従順になったな！良いことだっ！」,"""Guffaw, you've become so obedient! That's good!"""
,,,,
Nayuta.Fallen3-9,那由多,「はいっ♥、那由多は…弱くて惨めな敗者なのでっ♥、当然ですっ♥」,「はいっ♥、那由多は…弱くて惨めな敗者なのでっ♥、当然ですっ♥」,"Nayuta is a weak and miserable loser, of course."
,,,,
Nayuta.Fallen3-10,,かつての小さな怪人は、那由多から聖核エネルギーを奪い続け、今や那由多でも勝てない強大な怪人となっていた,かつての小さな怪人は、那由多から聖核エネルギーを奪い続け、今や那由多でも勝てない強大な怪人となっていた,"The once small monster had continued to steal the Seikaku energy from Nayuta, and was now a powerful monster that even Nayuta could not defeat."
,,,,
Nayuta.Fallen3-11,那由多,「ご主人様のチンポに敗北してっ♥、調教されてっ♥、那由多はご主人様のオナホになりました♥」,「ご主人様のチンポに敗北してっ♥、調教されてっ♥、那由多はご主人様のオナホになりました♥」,"Defeated and trained by Master's cock, Nayuta became Master's masturbator."
,,,,
Nayuta.Fallen3-12,那由多,「敗者である那由多はっ♥、ご主人様に忠誠を誓うのでっ♥、惨めなオナホに精液をお恵みくださいっ♥」,「敗者である那由多はっ♥、ご主人様に忠誠を誓うのでっ♥、惨めなオナホに精液をお恵みくださいっ♥」,"Nayuta, the loser, I pledge allegiance to my master, so please give me semen for my miserable masturbator."
,,,,
Nayuta.Fallen3-13,,黒髪は白く変色し、淫猥な言葉で媚びを売る姿には既にかつての最強の聖核戦姫の面影はない,黒髪は白く変色し、淫猥な言葉で媚びを売る姿には既にかつての最強の聖核戦姫の面影はない,"Her black hair has turned white, and there is no trace of the once powerful Princess of the Seikaku in her flirtatious appearance with obscene words."
,,,,
Nayuta.Fallen3-14,怪人,「グフフッ、いい心がけだ。従順なオナホには褒美をくれてやらんとな」,「グフフッ、いい心がけだ。従順なオナホには褒美をくれてやらんとな」,"I'm sure you've got a good mind for it. You have to reward the obedient masturbator."""
,,,,
Nayuta.Fallen3-15,那由多,「あっ♥、あひっ♥、ありがとうございますっ♥敗北オナホ、存分にお使いくださいっ♥」,「あっ♥、あひっ♥、ありがとうございますっ♥敗北オナホ、存分にお使いくださいっ♥」,"""Oh, oh, thank you very much, please use the defeated masturbator to your heart's content."
,,,,
Nayuta.Fallen3-16,,そして怪人は那由多を使い、オナホのようにして自身の肉棒をしごいていく,そして怪人は那由多を使い、オナホのようにして自身の肉棒をしごいていく,"Then, the monster uses Nayuta as a masturbator and rubs his own rod."
,,,,
Nayuta.Fallen3-17,,ドチュッ！！、ドチュッ！！、ドチュッ！！,ドチュッ！！、ドチュッ！！、ドチュッ！！,Doo―doo! Doo―doo! Doo―doo!
,,,,
Nayuta.Fallen3-18,那由多,「お゛っ♥、お゛っ♥、お゛おっ♥、凄いっ♥、イクッ♥♥」,「お゛っ♥、お゛っ♥、お゛おっ♥、凄いっ♥、イクッ♥♥」,"""Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh."""
,,,,
Nayuta.Fallen3-19,那由多,「太いチンポでっ♥、オナホマンコ♥、壊されてイっちゃううぅッ♥」,「太いチンポでっ♥、オナホマンコ♥、壊されてイっちゃううぅッ♥」,I'm going to come with a fat cock... I'm going to come with a fat cock... I'm going to come with a fat cock... I'm going to come with a fat cock... I'm going to come with a fat cock...
,,,,
Nayuta.Fallen3-20,怪人,「さあ、精液をたんと飲ませてやるっ！」,「さあ、精液をたんと飲ませてやるっ！」,"Come on, I'll make you drink plenty of semen!"""
,Nayuta darkness 3-2,,,
Nayuta.Fallen3-21,,次の瞬間、怪人のチンポが膨れたかと思うと、塊のような精液の奔流が那由多の子宮口へ発射される,次の瞬間、怪人のチンポが膨れたかと思うと、塊のような精液の奔流が那由多の子宮口へ発射される,"The next moment, the monster's cock seems to swell, and a torrent of cum shoots into Nayuta's cervix!"
,,,,
Nayuta.Fallen3-22,,ドクッ！、ドビュルルルルルルッ！,ドクッ！、ドビュルルルルルルッ！,Doc! 
,,,,
Nayuta.Fallen3-23,那由多,「お゛おっ♥、お゛っ♥おお、すご…いぃっ♥♥！」,「お゛おっ♥、お゛っ♥おお、すご…いぃっ♥♥！」,
,,,,
Nayuta.Fallen3-24,怪人,「おいオナホっ、まだ出してる途中だ！最後まで搾り取れっ！」,「おいオナホっ、まだ出してる途中だ！最後まで搾り取れっ！」,"Hey, masturbator, I'm still pumping! Squeeze me to finish!"""
,,,,
Nayuta.Fallen3-25,那由多,「お゛っ♥、申し訳ありませんっ♥、おマンコ絞めますっ♥！」,「お゛っ♥、申し訳ありませんっ♥、おマンコ絞めますっ♥！」,"""Oh, I'm sorry, I'm gonna squeeze your pussy!"""
,,,,
Nayuta.Fallen3-26,,ドビュルルッ！ビュルルルルルッ！,ドビュルルッ！ビュルルルルルッ！,Doburrrrrrrrrrrr! 
,,,,
Nayuta.Fallen3-27,那由多,「お゛っ♥、射精っ♥、ながいぃっ♥、子宮が性液で溺れてるっ♥♥！」,「お゛っ♥、射精っ♥、ながいぃっ♥、子宮が性液で溺れてるっ♥♥！」,"""Ooooh, I'm ejaculating, I'm ejaculating so long, my womb is drowning in sexual fluids!"""
,,,,
Nayuta.Fallen3-28,,そして1分ほど子宮への射精が続いた後,そして1分ほど子宮への射精が続いた後,And after a minute or so of ejaculation into the uterus
,Nayuta darkness 3-3,,,
Nayuta.Fallen3-29,,ドクッ、ドクッ、ドクッ！,ドクッ、ドクッ、ドクッ！,"Doc, doc, doc!"
,,,,
Nayuta.Fallen3-30,那由多,「お゛っ♥、お゛っ♥、お゛っ♥、お゛おっ♥♥！」,「お゛っ♥、お゛っ♥、お゛っ♥、お゛おっ♥♥！」,"""Oooh, oooh, oooh, oooh, oooh, oooh, oooh, oooh, oooh!"""
,,,,
Nayuta.Fallen3-31,,那由多の胎は精液で膨らみ、妊娠したかのようになっていた,那由多の胎は精液で膨らみ、妊娠したかのようになっていた,"Nayuta's womb was swollen with semen, as if she were pregnant."
,,,,
Nayuta.Fallen3-32,怪人,「ふう…流石は俺のオナホだ…耐久性だけはさすがだな」,「ふう…流石は俺のオナホだ…耐久性だけはさすがだな」,"""Well... that's my masturbator... it's as durable as I thought it would be."""
,,,,
Nayuta.Fallen3-33,那由多,「お゛ほっ♥、あ、ありがとうごじゃいますぅ…♥♥」,「お゛ほっ♥、あ、ありがとうごじゃいますぅ…♥♥」,"""Oh, thank you very much...♥♥♥"""
,Nayuta darkness 3-4,,,
Nayuta.Fallen3-34,,そして那由多の膣内からチンポがずるりと引き抜かれる,そして那由多の膣内からチンポがずるりと引き抜かれる,"Then, the cock is cunningly pulled out from inside Nayuta's vagina."
,,,,
Nayuta.Fallen3-35,那由多,「お゛おっ♥！？お゛おっ♥！」,「お゛おっ♥！？お゛おっ♥！」,"""Oh―oh―oh―oh! ohohohoh...!"""
,,,,
Nayuta.Fallen3-36,,ドパッ、ボタボタッ！,ドパッ、ボタボタッ！,"Doping, bobbing, bobbing!"
,,,,
Nayuta.Fallen3-37,,チンポが栓になって胎に溜まっていた精液が逆流する,チンポが栓になって胎に溜まっていた精液が逆流する,The cock becomes a plug and the semen in the womb flows back.
,,,,
Nayuta.Fallen3-38,那由多,「お゛おっ♥、おマンコ閉じられないっ♥、射精でイクッ♥」,「お゛おっ♥、おマンコ閉じられないっ♥、射精でイクッ♥」,"I can't close my pussy, I'm cumming."
,,,,
Nayuta.Fallen3-39,怪人,「おい、誰がこぼしていいといった？俺のオナホなら許可なく一滴も漏らすことは許さん」,「おい、誰がこぼしていいといった？俺のオナホなら許可なく一滴も漏らすことは許さん」,"""Hey, who said you can spill? If it's my masturbator, I won't allow you to spill a drop without permission."""
,Nayuta darkness 3-5,,,
Nayuta.Fallen3-40,那由多,「あひっ♥、も、申し訳ございませんっ♥、おマンコ閉めますっ♥」,「あひっ♥、も、申し訳ございませんっ♥、おマンコ閉めますっ♥」,"I'm sorry, I'm going to close my pussy."
,,,,
Nayuta.Fallen3-41,怪人,「グフフッ、今ので貴様から奪ったエネルギーでまたチンポが勃って来てしまったな」,「グフフッ、今ので貴様から奪ったエネルギーでまたチンポが勃って来てしまったな」,"""Guffaw, the energy I just took from you is making my dick cum again."""
,,,,
Nayuta.Fallen3-42,那由多,「お゛っ♥、エネルギー吸収していただき光栄ですっ♥」,「お゛っ♥、エネルギー吸収していただき光栄ですっ♥」,"""Ooooh, I'm so honored that you absorbed my energy."
,,,,
Nayuta.Fallen3-43,那由多,「どうぞっ、また私のおマンコをお使いくださいっ♥！」,「どうぞっ、また私のおマンコをお使いくださいっ♥！」,"Please, use my pussy again ♥!"
,,,,
Nayuta.Fallen3-44,怪人,「グフフッ、よかろう！」,「グフフッ、よかろう！」,"""Guffaw, that's good!"""
,Nayuta darkness 3-3,,,
Nayuta.Fallen3-45,,そして怪人はまた那由多のマンコへチンポを突き刺す,そして怪人はまた那由多のマンコへチンポを突き刺す,Then the monster thrusts his cock into Nayuta's pussy again.
,,,,
Nayuta.Fallen3-46,那由多,「ん゛あっ♥、ありがとうございますっ♥、オナホ冥利に尽きますっ♥！」,「ん゛あっ♥、ありがとうございますっ♥、オナホ冥利に尽きますっ♥！」,"""Oh, thank you very much, I'm so happy to be able to masturbate!"""
,,,,
Nayuta.Fallen3-47,那由多,(私は選ばれた力ある存在だと思っていましたが…違いましたっ♥),(私は選ばれた力ある存在だと思っていましたが…違いましたっ♥),(I thought I was a chosen and powerful being...but I was not!)
,,,,
Nayuta.Fallen3-48,那由多,(本当の私はっ♥、弱くて、おチンポにご奉仕するだけのメスでしたっ♥),(本当の私はっ♥、弱くて、おチンポにご奉仕するだけのメスでしたっ♥),(The real me was a weak female who only served a cock.)
,,,,
Nayuta.Fallen3-49,那由多,(私…八雲那由多…いえ、オナホはっ♥、強者であるご主人様のチンポに永遠に命を捧げますっ♥),(私…八雲那由多…いえ、オナホはっ♥、強者であるご主人様のチンポに永遠に命を捧げますっ♥),"(I...Yakumo Nayuta...no, masturbator...♥, I will devote my life forever to the cock of the strong master...)"
,,,,
Nayuta.Fallen3-50,,こうして最強の聖核戦姫、八雲那由多は完全に敗北し、聖核戦姫の逆転の芽は完全に潰えるのだった,こうして最強の聖核戦姫、八雲那由多は完全に敗北し、聖核戦姫の逆転の芽は完全に潰えるのだった,"Thus, the strongest Seikaku Princess, Yakumo Nayuta, was completely defeated, and the Seikaku Princess's chance for a comeback was completely crushed."
,,,,
Nayuta Debauchery Scene1,注釈,淫乱化シーン,淫乱化シーン,淫乱化シーン
,,,,
Nayuta.Debauchery1-1,背景(地下),那由多がエレナに敗北してからしばらくして,那由多がエレナに敗北してからしばらくして,Some time after Nayuta's defeat to Erena
,,,,
Nayuta.Debauchery1-2,戦闘員,「オラッ、きびきび歩け！」,「オラッ、きびきび歩け！」,"Orac, walk briskly!"""
,,,,
