Key,Comment,Japanese,English
Akiho.Fallen2-58,明穂,「最悪なのにっ、精液飲むのやめられないいぃっ♥、完全に改造されちゃってるぅ♥♥」,"""I can't stop drinking semen even though it's the worst, I've been completely converted."""
,,,
Akiho.Fallen2-59,戦闘員,「そうだな、…じゃあいよいよ家畜以下の明穂ちゃんのおっぱいを搾ってやる。」,"""Well...then it's finally time to squeeze Akiho-chan's tits, which are less than livestock."""
,2－9,,
Akiho.Fallen2-60,明穂,「あひっ♥、やったぁ♥、早く搾ってぇ♥」,"""Ahhhhhh, yay, squeeze me quick!"""
,,,
Akiho.Fallen2-61,,(ううっ♥、口が勝手におっぱい搾るの懇願しちゃってるっ♥、駄目なのにっ♥♥、今搾られたらもう戻れなくなっちゃう♥♥、本当に人間やめちゃうっ♥),"(Ugh, my mouth is begging me to squeeze her tits, even though I shouldn't, if you squeeze me now, I won't be able to go back, I really have to stop being human...)"
,,,
Akiho.Fallen2-62,戦闘員,「おっし、じゃあ気合い入れてやるぞ～、一週間の間に牛の乳の搾り方練習してきたからな。明穂ちゃんも喜んでくれると思うぞ」,"""I've been practicing how to milk a cow for a week. I'm sure Akiho-chan will be pleased."""
,,,
Akiho.Fallen2-63,明穂,「うぁっ♥♥、うれしいですっ♥♥、おっぱい搾られるの楽しみすぎるっ♥」,"""I'm so happy, I'm looking forward to getting my tits squeezed."""
,,,
Akiho.Fallen2-64,,(だめっ、本当に人生終わっちゃうっ♥♥、精液飲んでミルク出すだけの家畜になっちゃううぅう♥♥),"(No, my life is really over! I'm going to become a domestic animal that only drinks semen and produces milk...)"
,,,
Akiho.Fallen2-65,戦闘員,「オラッ！、行くぞッ、母乳だせっ！」,"""Ora! Let's go, mother's milk!"""
,,,
Akiho.Fallen2-66,2－10,そう言うと明穂の両胸を筋肉質の大きな手が掴む,"As he said this, large, muscular hands grasped both of Akiho's breasts."
,,,
Akiho.Fallen2-67,明穂,「ひぎっ♥♥、お゛お゛お゛おおおおおっ♥♥、っ♥♥、お⁉⁉、お゛？！」,"""Oh, my God, oh, my God, oh, my God, oh, my God, oh, my God, oh, my God!"""
,,,
Akiho.Fallen2-68,,ぷしゅっ、ビュルルルルルッ、ブシュウウウウウッッ♥♥！！！！！！！,
,,,
Akiho.Fallen2-69,明穂,「おっぱいがぁ♥♥、とまらないいぃぃぃっ！♥、お゛おっ♥♥！？」,"""I can't stop! Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh."""
,,,
Akiho.Fallen2-70,戦闘員,「うおっ、すげえ量！オラッ、がんばれっ！もっと出せ！」,"""Wow, that's a lot of food! Come on, keep it up! Give me more!"""
,,,
Akiho.Fallen2-71,,ぴしゅっ、ぴしゅっ、ブシュウウウウウッ♥♥！,"Pish, pish, busuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu♥♥!"
,,,
Akiho.Fallen2-72,明穂,「おおおっ♥♥、おっぱいビュービューきもちいいっ♥♥、もっと搾ってえぇ♥♥！」,""""
,,,
Akiho.Fallen2-73,,(おっぱい射精きもち良すぎてぇっ♥、何も考えられないっ♥♥♥♥),"(Tits ejaculation is too good ♥, I can't think about anything ♥♥♥♥)"
,,,
Akiho.Fallen2-74,戦闘員,「全くバカみてえに噴きやがって。どうだ？俺の搾りテクは？」,"""You're spewing like an idiot. What do you think? How's my squeezing technique?"""
,,,
Akiho.Fallen2-75,明穂,「んあっ♥♥、気持ちいいですぅっ♥♥、もっと出しますぅっ♥♥♥」,"""Oh, that feels so good, I'll give you more."""
,,,
Akiho.Fallen2-76,明穂,「もう聖核戦姫も何もかもどうでもいいっ♥♥、六花も助けになんて来なくていいっ♥♥、ここでせーえき飲みながらおっぱいビュービューするのっ♥♥！」,"""I don't care about the Seikaku Princess or anything else, and Rikka doesn't have to come to my rescue either, I'm going to stay here and drink sake and view her tits!"""
,,,
Akiho.Fallen2-77,戦闘員,「ははっ、全く情けねえなぁ？まあ家畜には知能はいらねえからな、ちょうどいいんじゃねえか」,"""I'm not so pathetic, am I? Well, livestock don't need intelligence, so I guess it's just fine."""
,,,
Akiho.Fallen2-78,明穂,「はいっ♥、私はミルク噴くだけの家畜ミルクサーバーですっ♥♥、だからもっと搾ってっ♥♥！戦闘員様っ♥♥いや、飼育員様っ♥♥！」,"""Yes ♥♥, I am a livestock milk server who only spews milk ♥♥, so squeeze me more ♥♥! I'm just a milk spewing livestock milk server, so milk me some more ♥♥♥!"""
,,,
Akiho.Fallen2-79,戦闘員,「ははっ、完全に堕ちたな、いいぜ最後に全部出させてやるよっ、おらっ！」,"""Haha, you've completely fallen."""
,,,
Akiho.Fallen2-80,,ぷしゅっ、ビュルルルルルッ、ブシュウウウウウッッ♥♥！！！！！！！,
,,,
Akiho.Fallen2-81,明穂,「ひぎぃいぃいっ♥♥、おっぱいガチガチに搾られてっ全部出ちゃうっ♥♥、おっぱいの中身からになるっ♥♥」,"""Oh my God, I'm squeezing my tits so hard, they're all going to come out, I'm going to be squeezed out of my tits."""
,,,
Akiho.Fallen2-82,,「お゛お゛お゛お゛お゛おぉ～～～っ♥♥」,""""
,,,
Akiho.Fallen2-83,2－11,ぴゅるぅ、ぷしっ、ぴゅう,"Psssst, pssst, pssst."
,,,
Akiho.Fallen2-84,明穂,「はあっ♥♥、はあっ♥、はあああ～～～～っっ♥♥♥」,"""Haaah ♥♥, haaah ♥, haaah ～～～～ ♥♥♥♥"""
,,,
Akiho.Fallen2-85,戦闘員,「よし、全部出たな！じゃあこれからは俺達のミルクサーバーとしてよろしく頼むぜ」,"""Okay, it's all out! Then you'll be our milk server from now on."""
,,,
Akiho.Fallen2-86,明穂,「はいいっ♥、飼育員様ぁ♥、毎日たくさん精液飲んで毎日おっぱいビュービューさせていただきまぁす♥♥」,"""I'm going to drink a lot of semen every day, and I'm going to be able to view your tits every day."""
,,,
Akiho Fallen Scene 3,,闇堕ちシーン3,闇堕ちシーン3
,,,
Akiho.Fallen3-1,3－1,財団地下調教施設にて,At the Foundation's underground training facility
,,,
Akiho.Fallen3-2,戦闘員,「おはよう明穂ちゃん！おお、今日は一段と溜まってるんじゃねえか？」,"""Good morning, Akiho-chan! Oh, you're feeling a little more pent up today, aren't you?"""
,,,
Akiho.Fallen3-3,明穂,「フシューッ♥♥、フシューッ♥♥ッ、カポッ♥」,"""Fshooooo♥♥♥, fshooo♥♥♥♥, kapo♥♥."""
,3－2,,
Akiho.Fallen3-4,明穂,「えへへぇ♥♥、飼育員の皆さんおはようございま～す♥今日も改造おっぱい沢山ミルクできましたぁ♥♥」,"""Good morning to all the keepers, I've got lots of milk from my modified tits again today."""
,,,
Akiho.Fallen3-5,明穂,「ミルクでおっぱいが張っちゃって苦しいので♥♥飼育員の皆さん♥、私のおっぱい沢山絞ってください♥♥♥」,"""I'm having a hard time because my tits are so tight from all the milk, so please, keepers, squeeze my tits a lot."""
,,,
Akiho.Fallen3-6,,明穂は媚びるような声で戦闘員たちに毎日の日課となった乳搾りを懇願する,"Akiho's flirtatious voice pleads with the combatants to milk the cows, which has become a daily routine for them."
,3－3,,
Akiho.Fallen3-7,戦闘員,「おう、まかせとけ。オラッ！」,"""Oh, I'll take care of it. Hey, I'll take care of it."""
,,,
Akiho.Fallen3-8,明穂,「おひぃいっ♥♥、きたっ♥♥、噴くっ、ミルク噴いちゃうっ♥♥」,"""I'm going to spew milk."""
,,,
Akiho.Fallen3-9,,明穂の乳から太い束になった母乳が勢いよく発射される,A thick bundle of mother's milk shoots vigorously from Akiho's tits.
,,,
Akiho.Fallen3-10,戦闘員,「おお、今日は一段と乳の出がいいな」,"""Oh, you're milking it even better today."""
,,,
Akiho.Fallen3-11,明穂,「あひっ♥♥、ありがとうございますっ♥♥、頑張って沢山ミルク出しますっ♥♥」,"""I'll try my best to produce lots of milk."""
,,,
Akiho.Fallen3-12,,そして戦闘員たちは慣れた手つきで代わる代わる明穂の乳首を搾っていく,The combatants then took turns squeezing Akiho's nipples with their accustomed hands.
,,,
Akiho.Fallen3-13,明穂,「お゛っ♥、おひっ♥♥、ふうっ♥♥、お゛おっ♥、お゛っ♥」,"""Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh."""
,,,
Akiho.Fallen3-14,戦闘員,「おらどうだ？俺達も明穂ちゃんの乳搾るの上手になって来ただろ？」,"""How are you doing? We're getting good at milking Akiho, aren't we?"""
,3－4,,
Akiho.Fallen3-15,明穂,「はひぃっ♥♥とても上手ですっ♥、上手すぎて家畜乳首がミルク噴くの我慢できないですっ♥♥」,"""Hee hee hee hee, you're so good, I can't stand it when your nipples spew milk!"""
,,,
Akiho.Fallen3-16,戦闘員,「フフッ、素直でかわいい家畜ちゃんだな、いいぜもっと沢山絞ってやるよ」,"""Huh, you're such an honest and sweet little animal."""
,,,
Akiho.Fallen3-17,,そして戦闘員が絞る手に力を加え乳首を揉み上げると、明穂の意思と全く無関係に乳首から母乳が噴射される,"Then, when the combatant squeezes the nipple with her squeezing hand, the mother's milk spurts out from the nipple completely irrespective of Akiho's intention."
,,,
Akiho.Fallen3-18,,ブシュッ♥♥、ドプッ♥、ブシュウウウウウッ♥♥,"Bushh ♥♥♥, dope ♥♥, bushh ♥♥♥."
,3－3,,
Akiho.Fallen3-19,明穂,「おひぃぃぃいんっ♥♥、すごいっ♥、おっぱい♥、一滴残らず全部絞り出されちゃうっ♥♥」,"""Ohhiiiiiinnnggg, ohhiiiinnnggg, ohhiiiinnnggg, titties, every last drop is squeezed out of me."""
,,,
Akiho.Fallen3-20,戦闘員,「ほら明穂ちゃんがんばれっ！ミルクサーバーなんだからもっと出さないと」,"""You have to work harder, Akiho-chan! You're a milk server, so you have to serve more."""
,,,
Akiho.Fallen3-21,明穂,「お゛っ♥♥、お゛っ♥、乳牛おっぱいがんばりますっ♥♥、沢山出して立派なミルクサーバーになりますっ♥♥」,"""I'm going to make a lot of milk and I'm going to be a great milk server."""
,,,
Akiho.Fallen3-22,,戦闘員による明穂への搾乳が10分ほど続いた後,After about 10 minutes of milking of Akiho by the combatants
,3－2,,
Akiho.Fallen3-23,戦闘員,「ふう、さすがにもう搾っても出ねえか」,"""Well, I guess you can't squeeze any more out of me."""
,,,
Akiho.Fallen3-24,,「しかし本当に乳牛みたいな量だな。10リットルは出たんじゃねえか？」,"""But you really do look like a dairy cow...you must have had 10 liters of milk."""
,,,
Akiho.Fallen3-25,明穂,「あひっ♥♥、お゛っ♥、ミルクびゅーびゅー、きもちよかったですうっ♥♥、」,"""Ohhhhhhh, ohhhhhhh, milk beep, milk beep, it felt so good!"""
,,,
Akiho.Fallen3-26,明穂,「じゃあわたしのミルク全部出ちゃったのでぇ♥♥、皆さんのおちんぽミルクで水分補給させてくださ～い♥♥」,"""I've got all my milk out, so let me rehydrate myself with your cock milk."""
,,,
Akiho.Fallen3-27,戦闘員,「あ～？やれやれ、ったくしょうがねえなあ」,"""Oh? Oh, my God, what a pain in the ass."""
,,,
Akiho.Fallen3-28,,そう言うと戦闘員の男たちは慣れた手つきでスーツからチンポを取り出す,"With that said, the combatant men remove their cocks from their suits with a practiced hand."
,,,
Akiho.Fallen3-29,明穂,「えへっ♥♥、えへっ♥♥、おチンポいっぱいっ♥♥」,"""Heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh, heh."""
,3－5,,
Akiho.Fallen3-30,戦闘員,「オラ、とっととしゃぶれっ」,"""Ola, get your ass in gear and suck it."""
,,,
Akiho.Fallen3-31,明穂,「はむっ♥♥、ジュルッ♥♥、ちゅぷっ♥、ちゅぷっ♥、じゅるるっ♥♥♥」,"""Hm ♥♥♥, julp ♥♥, chup, chup, chup, julp ♥♥♥♥♥"""
,,,
Akiho.Fallen3-32,,明穂はチューブから食べ物をねだる動物のように戦闘員たちのちんぽをしゃぶる,Akiho sucks the cocks of her combatants like an animal begging for food from a tube.
,,,
Akiho.Fallen3-33,戦闘員,「ははっ、毎日のエサやりもだいぶ慣れてきたな」,"""Haha, I'm getting used to feeding them every day."""
,,,
Akiho.Fallen3-34,,「俺達がコイツの乳を搾るのが上手くなったみたいに、コイツもフェラが上達したってわけだな」,"""Just as we've gotten better at milking him, he's gotten better at sucking our cock."""
,,,
Akiho.Fallen3-35,明穂,「じゅぷっ♥、はいっ♥、おチンポミルクおいしすぎてっ！♥、ぐぷっ♥、おちんちんしゃぶるの上手くなっちゃいました♥♥」,"""I'm so delicious cock milk! I'm getting so good at sucking cock!"""
,,,
Akiho.Fallen3-36,,「ははっ、ちょっと前までコイツが俺達を散々ボコボコにしやがった聖核戦姫だとはとても思えねえな！」,"""I can't believe this is the Seikaku Princess who beat us to a pulp just a few minutes ago!"""
,,,
Akiho.Fallen3-37,明穂,「ちゅぷっ♥、れろっ♥、じゅるるっ♥んん～～～っ♥」,"""Ssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss."""
,,,
Akiho.Fallen3-38,,「ちゅぱっ♥、はいっ♥、聖核戦姫なんてやってた私がバカでしたぁ♥♥、六花が助けに来てももうどうでもいいっ♥」,"""I was so stupid to be the Seikaku Princess, I don't care if Rikka comes to save me or not."""
,,,
Akiho.Fallen3-39,,「おっぱい搾ってもらえてっ♥♥、じゅぷっ♥、おちんぽしゃぶり放題な今がっ♥、じゅぷっ♥、一番しあわせですっ♥♥」,"""I'm getting my tits squeezed and I'm getting all the dick sucking I can do right now."""
,,,
Akiho.Fallen3-40,戦闘員,「ははっ、それは良かったな。バカみたいなフェラ顔して必死にチンポしゃぶってると説得力がちがうぜ！」,"""'Haha, that's good to hear. You're a lot more convincing when you're desperately sucking cock with that stupid blowjob face!"""
,,,
Akiho.Fallen3-41,明穂,「じゅぷっ♥、えへぇ♥、私の家畜フェラで気持ちよくなってくれてうれしいですっ♥♥」,"""I'm so glad that you feel so good with my livestock sucking."""
,,,
Akiho.Fallen3-42,戦闘員,「おらっ、そろそろ出してやるからもっと激しくしゃぶれっ！」,"""'Ora, I'm about to let you out, so suck me harder!"""
,,,
Akiho.Fallen3-43,,そう言われると明穂はさらに激しく舌を動かしながら戦闘員たちのちんぽに激しく奉仕する,"When she is told this, Akiho serves the combatants' cocks hard, moving her tongue even harder."
,,,
Akiho.Fallen3-44,明穂,「じゅぷっ♥、じゅぷっ♥じゅぷっ♥、じゅるるっ♥、ずぞぞっ♥」,"""Juppu♥, juppu♥, juppu♥, juppu♥, juppu♥, zuzu♥."""
,,,
Akiho.Fallen3-45,,「じゅっぷっ♥、じゅっぷっ♥、じゅるるるるっるるるっ♥、じゅるるっ♥、じゅぞぞぞっ♥」,""""
,,,
Akiho.Fallen3-46,戦闘員,「おっ、お、出すぞっ、明穂ちゃん全部飲めっ！」,"""Oh, oh, I'm going to let it out, Akiho-chan, drink it all!"""
,,,
Akiho.Fallen3-47,戦闘員,「ちっ、じゃあ俺は顔にかけてやる！」,"""'Tsk, then I'll just splash it in your face!"""
,,,
Akiho.Fallen3-48,明穂,「じゅるるっ♥、はへてっ♥、顔でも胸でも全部っ♥、皆さんのおチンポミルク私にくらさいっ♥♥」,"""I want your cock milk, please!"""
,,,
Akiho.Fallen3-49,3－6,どぶっ、どびゅるるるるうっっ！,"Dobut, doobut, doobut, doobut, doobut, doobut!"
,,,
Akiho.Fallen3-50,,何人もの戦闘員たちから同時に明穂は全身に大量の白濁液を掛けられると同時に明穂も乳首から母乳を噴き出した,"At the same time, Akiho's mother's milk spurted out from her nipples."
,,,
Akiho.Fallen3-51,明穂,「ごぶぶっ♥、ひぁっ♥♥、ちゅぶううううっ♥♥、ん゛んっ♥、ずるるッ♥♥、じゅるっ♥♥♥」,""""
,,,
Akiho.Fallen3-52,戦闘員,「ははっ、なんだよまだミルク出るじゃねえか」,"""Haha, what the hell, I'm still getting milk!"""
,,,
Akiho.Fallen3-53,,「ごきゅっ♥、ごきゅっっ♥、ごきゅっ♥♥……ぷはぁっ♥♥ごめんなさいっ、射精に釣られてでちゃいましたっ♥」,"""I'm sorry, I was caught in the ejaculation."""
,,,
Akiho.Fallen3-54,戦闘員,「ふう～出た出た。明穂ちゃんいい飲みっぷりだったな！」,"""I'm so glad I did it. Akio, you drank a lot!"""
,3－7,,
Akiho.Fallen3-55,明穂,「けぷっ♥♥、戦闘員の皆さんの大量ザーメンごちそうさまでしたぁ♥♥」,"""Kepu ♥♥♥, thank you for the large amount of cum you combatants have served us!"""
,,,
Akiho.Fallen3-56,戦闘員,「ふう。まったくザーメンやれば勝手にミルクに変換してくれるんだから、まったく便利な生体ミルクサーバーだな」,"""I'm a very convenient bio―milk server. It's a very convenient bio―milk server because it converts milk into bio―milk on its own if you cum."""
,,,
Akiho.Fallen3-57,明穂,「……ふうっ♥、……皆さんのザーメン飲んだらまたおっぱい溜まってきちゃいましたぁ♥♥」,"""......Fuuu♥, ......I drank everyone's cum and my tits are piling up again ♥♥♥."""
,,,
Akiho.Fallen3-58,明穂,「飼育員の皆さんっ♥、もう一回だけっ♥♥、明穂の乳首一回絞ってくださいっ♥」,"""Please, keepers, squeeze Akiho's nipples just one more time!"""
,,,
Akiho.Fallen3-59,戦闘員,「……まったく、しょうがねえなぁ。設備の手入れするのも俺達の仕事だからな、今度は全部出し切ってやるよ」,"""I'm going to go to ...... and take care of the equipment. It's our job to take care of the equipment, and this time we're going to get it all out."""
,,,
Akiho.Fallen3-60,明穂,「やったっ♥♥、ありがとうございますっ♥♥、ミルクサーバーとして沢山ミルク出しますっ♥！」,"""I'll be your milk server and serve you lots of milk!"""
,,,
Akiho.Fallen3-61,,―――その日明穂はその後何回も戦闘員たちに乳首を絞られ、財団の生体ミルクサーバーとして数十リットルもの母乳を出すのであった,―――Akiho was nippled by the combatants many times after that day and produced dozens of liters of breast milk as a biological milk server for the foundation!
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Akiho Debauchery Scene1,注釈,淫乱化シーン,淫乱化シーン
,,,
Akiho.Debauchery1-1,高層ビル(夜),明穂が敗北してからしばらくした夜、明穂はとあるビルに連れ出されていた,"A night some time after Akiho's defeat, she was taken out to a building"
,,,
Akiho.Debauchery1-2,明穂,「きゃっ、なっ、なにっ！？やめて！」,"""What? Stop it!"""
,,,
Akiho.Debauchery1-3,戦闘員,「おら、しっかり歩け。取引先が待ってんだよ」,"""Come on, walk steady. Your clients are waiting for you."""
,,,
Akiho.Debauchery1-4,明穂,「と、取引先？、一体何するの？！」,"""And your business partners? What the hell are you doing?"""
,,,
Akiho.Debauchery1-5,戦闘員,「あー、まあ失礼が無いように教えてやるか」,"""'Ah, well, let me tell you something so you won't be rude."""
,,,
Akiho.Debauchery1-6,戦闘員,「これからスポンサーのお偉いさんと会食するんだが…そいつの息子がとんでもない奴でな」,"""I'm about to have dinner with a bigwig from one of our sponsors who has a son who's a hell of a guy."""
,,,
Akiho.Debauchery1-7,戦闘員,「余りにも性欲が強くて夜の街で遊び歩くもんだから困ってるそうだ」,"""He's in trouble because he's got a very strong libido and goes out at night."""
,,,
Akiho.Debauchery1-8,戦闘員,「それでいくらか体の丈夫な聖核戦姫のお前をプレゼントしてやるという話になった」,"""So I'm giving you, the somewhat more robust Princess of the Seikaku, as a gift."""
,,,
Akiho.Debauchery1-9,戦闘員,「…まあ、要はお前がバカ息子の相手をしてやれってことだ」,"""...well, the point is, you're the one who has to deal with my stupid son."""
,,,
Akiho.Debauchery1-10,暗転,話をしているうちにホテルの最上階の一室に辿り着くと、筋骨隆々とした金髪の男が近寄ってくる,"As we talk, we reach a room on the top floor of the hotel, and a muscular blond man approaches us"
,,,
Akiho.Debauchery1-11,男(立ち絵はいらない),「あ～？君が明穂ちゃん？」,"""Oh? Are you Akiho-chan?"""
,,,
Akiho.Debauchery1-12,明穂,「なっ、なんですか？、なれなれしく触らないでください！」,"""What? Don't touch me so nicely!"""
,,,
Akiho.Debauchery1-13,戦闘員,「あー、まあいい、後は適当に頑張ってくれ」,"""'Ah, well, good luck with the rest as you see fit."""
,,,
Akiho.Debauchery1-14,男,「へ～、結構可愛い顔してんじゃん、じゃあ服ぬごっか」,"""Heh~, you look pretty cute, let's get you dressed."""
,暗転,,
Akiho.Debauchery1-15,Akiho debauchery1-1,明穂は服を脱がされ、無理やりベッドに放り出される,Akiho is undressed and forcibly thrown on the bed.
,,,
Akiho.Debauchery1-16,明穂,「ひゃぅ！？、や、やめてくださいっ！」,"""Hyah! Oh, no, please don't!"""
,,,
Akiho.Debauchery1-17,,聖核戦姫に変身する力を封じられている明穂は、今や普通の少女で、目の前の巨漢に抵抗する力は無かった,"Akiho, whose power to transform into the Seikaku Princess was blocked, was now an ordinary girl, and had no power to resist the giant man in front of her."
,,,
Akiho.Debauchery1-18,男,「え？明穂ちゃん俺とハメるために来たんでしょ？何嫌がってんの？」,"""What? You came here to fuck me, didn't you, Akiho-chan? What's wrong with you?"""
,,,
Akiho.Debauchery1-19,明穂,「え？、な、そんなつもりじゃっ！」,"""What? I didn't mean it!"""
,Akiho debauchery1-2,,
Akiho.Debauchery1-20,男,「あー、そういうの良いから、とりあえずぶち込むから準備しろ」,"""Oh, that's okay, I'll just put it in."""
,,,
Akiho.Debauchery1-21,,そして男は明穂の前に屹立したペニスを差し出す,The man then presents his towering penis in front of Akiho
,,,
Akiho.Debauchery1-22,明穂,「ひっ！？、な、なにっ！？」,"""What? What?"""
,,,
Akiho.Debauchery1-23,男,「すげーでしょ俺のチンポ、女はこれブチ込むとヒーヒー言うんだよね」,"""Isn't it amazing, my dick, how the women hee―hee―hee when I put it in?"""
,,,
Akiho.Debauchery1-24,明穂,「な、何言ってるんですかっ！？やめてっ、そんなの見せないで―――――！」,"""What are you talking about? Stop, don't show me that ―――――!"""
,,,
Akiho.Debauchery1-25,男,「ごちゃごちゃうるせえな、オラよっと」,"""Shut the fuck up, you little fucker."""
,,,
Akiho.Debauchery1-26,Akiho debauchery1-3,ズッブウウウウッッッ！,Zubuuuuuuhhhh!
,,,
Akiho.Debauchery1-27,明穂,「ひっぎゅうううっっ！？」,"""Hi―yoooooooooooo!"""
,,,
Akiho.Debauchery1-28,,明穂の膣内に男の巨根が容赦なく挿入される,A man's big dick is inserted into Akiho's vagina without mercy.
,,,
Akiho.Debauchery1-29,男,「お、なかなか良い締まり！明穂ちゃんなんかスポーツとかやってんの？」,"""Oh, it's pretty tight! Are you doing any sports, Akiho-chan?"""
,,,
Akiho.Debauchery1-30,明穂,「んあっ♥、痛いっ♥、やめてっ！」,"""Oh, God, that hurts!"""
,,,
Akiho.Debauchery1-31,男,「そういや親父がなんか言ってたな…せいかく…なんだっけ？」,""""
,Akiho debauchery1-4,,
Akiho.Debauchery1-32,明穂,「っ、私は聖核戦姫っ！この街の平和を守っててっ―――――」,"""I am the Seikaku Princess! Keep the peace in this city. ―――――"""
,,,
Akiho.Debauchery1-33,男,「まあいいや、オラッ！もっとマンコ絞めろやっ！」,"""'Well, okay, orah! Squeeze my cunt some more!"""
,Akiho debauchery1-3,,
Akiho.Debauchery1-34,明穂,「ひうっ♥！？、お゛っ♥、お゛おっ♥！」,"""Hiuuh! Oh, oh, oh, oh, oh!"""
,,,
Akiho.Debauchery1-35,,パンッ！パンッ！パンッ！パンッ！,Pang! Pang! Pang! Pang!
,,,
Akiho.Debauchery1-36,明穂,「お゛っお゛おっ♥、お゛っ♥、お゛っ♥、お゛っ♥」,"""Oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh, oh."""
,,,
Akiho.Debauchery1-37,男,「どう明穂ちゃん？俺のチンポでけーから奥まで届くでしょ？」,"""How do you like it, Akiho-chan? My cock is so big, you can reach deep inside, can't you?"""
,,,
Akiho.Debauchery1-38,明穂,「お゛お゛っ♥！？、や、やらっ♥、痛いっ♥、ぬいてえっ♥！」,"""OHHHHH! Oh, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no!"""
,,,
Akiho.Debauchery1-39,明穂,「んあっ♥、ん゛っ♥はあっ♥、ん゛っ♥」,"""Oh, God, oh, God, oh, God, oh, God, oh, God, oh, God."""
,,,
Akiho.Debauchery1-40,男,「…は？、お前何言ってんの？」,"""...what? What are you talking about?"""
,Akiho debauchery1-4,,
Akiho.Debauchery1-41,明穂,「はあっ♥、はあっ♥、…私にはやらなきゃいけないことがあるのっ！だからお願い、今日は許して！」,"""I have things I have to do, so please forgive me today! So please, forgive me today!"""
,,,
Akiho.Debauchery1-42,男,「あぁ？お前俺とセックスする以上にやらなきゃいけないことがあるだぁ？」,"""What? You have more to do than have sex with me?"""
,,,
Akiho.Debauchery1-43,明穂,「ひっ！？、ご、ごめんなさ―――――ひぎゅっ」,"""I'm sorry. Oh, I'm sorry, I'm sorry. ――――― hihi!"""
,Akiho debauchery1-5,,
Akiho.Debauchery1-44,,男は明穂の首に手を伸ばし、締め上げる,The man reaches for Akiho's neck and tightens it.
,,,
Akiho.Debauchery1-45,明穂,「かはっ！？、ゲッ、ゲホッ！？」,"""Kahaha! Gee, gee whiz!"""
,,,
Akiho.Debauchery1-46,男,「まだ立場が分かってねえようだなぁ？お前は俺にハメられるためにここに来たんだろうがッ！」,"""You still don't understand your position, do you? You came here to be set up by me!"""
,,,
Akiho.Debauchery1-47,明穂,「ゴホッ、ごめ…な゛ざい…っ♥！」,"""Gosh, I'm so sorry...!"""
,,,
Akiho.Debauchery1-48,男,「わかったんならセックスに集中しろっ！」,"""If you get it, just focus on the sex!"""
,,,
Akiho.Debauchery1-49,明穂,「はひ゛っ♥、するっ…じます…っ♥！」,"""I'll... do... this... thing...!"""
,,,
Akiho.Debauchery1-50,,そして男は明穂の首を絞めたまま腰を振り始める,And the man begins to swing his hips with Akiho's neck in a chokehold.
,,,
Akiho.Debauchery1-51,,パンッ！パンッ！パンッ！パンッ！,Pang! Pang! Pang! Pang!
,,,
Akiho.Debauchery1-52,明穂,「カヒュッ♥、お゛っ♥、ゴホッ♥、お゛っ♥」,"""Cahhhh... ohh... ohh... ohh... ohh... ohh..."""
,,,
Akiho.Debauchery1-53,男,「明穂ちゃん首絞められるとめっちゃマンコキツくなるじゃん」,"""Akiho-chan gets really pussy tight when she's choked."""
,,,
Akiho.Debauchery1-54,明穂,「ゴヒュッ♥、お゛っ♥、お゛っ♥、ありが…ど」,"""Gosh, ooh, ooh, ooh, thanks..."""
,,,
Akiho.Debauchery1-55,男,「しかも首絞めでめっちゃ濡らしてんじゃん…やっぱ明穂ちゃんめっちゃマゾだわ」,"""And she got so wet by choking him... Akiho-chan is a real masochist."""
,,,
Akiho.Debauchery1-56,明穂,「カヒュッ、ゴホッ、い゛、いづ…までっ♥」,"""Cahhhh, gosh, I'm...done...."""
,,,
Akiho.Debauchery1-57,男,「うるせえなぁ、速く終わらせたかったらマンコに集中しろッ！」,"""Shut up and concentrate on your pussy if you want this to go faster!"""
,,,
Akiho.Debauchery1-58,明穂,「はい゛っ、ごめんなざいっ♥…ずるっ♥、じますっ♥」,"""I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry."""
,,,
Akiho.Debauchery1-59,,そして男は腰を振る速度を速めていく,And the man increases the speed of his hips.
,,,
Akiho.Debauchery1-60,,パンッ！パンッ！パンッ！パンッ！,Pang! Pang! Pang! Pang!
,,,
Akiho.Debauchery1-61,明穂,「ケヒュッ♥、お゛っ♥、お゛っ♥、ほお゛っ♥！？」,"""Kehüh, ooh, ooh, ooh, ooh, ooh, ooh, ooh!"""
,,,
Akiho.Debauchery1-62,男,「っ、オラッ、ザーメン出してやるからマンコ集中しろっ！」,"""I'm going to cum, so concentrate on your pussy!"""
,,,
