Key,Comment,Japanese,Japanese
Record.Kei-11,京,「お゛っ♥、お゛おっ♥、こんなのっ♥♥テクニック以前の問題っ♥♥♥」,「お゛っ♥、お゛おっ♥、こんなのっ♥♥テクニック以前の問題っ♥♥♥」
,Record Kei 2,,
Record.Kei-12,,「チンポデカすぎてっ♥♥♥、逝くッ♥♥♥、ハメ死んじゃうううぅぅッ♥♥♥」,「チンポデカすぎてっ♥♥♥、逝くッ♥♥♥、ハメ死んじゃうううぅぅッ♥♥♥」
,,,
Record.Kei-13,,「きゅうけいっ♥、抜いてッ♥♥、抜いてくださいっ♥♥！！」,「きゅうけいっ♥、抜いてッ♥♥、抜いてくださいっ♥♥！！」
,,,
Record.Kei-14,怪人,「そうはいかんな。一回始めた以上最期まで付き合ってもらおう」,「そうはいかんな。一回始めた以上最期まで付き合ってもらおう」
,Record Kei 3,,
Record.Kei-15,,ドチュッ！ドチュッ！ドチュッ！ドチュッ！,ドチュッ！ドチュッ！ドチュッ！ドチュッ！
,,,
Record.Kei-16,京,「お゛っ♥、お゛っ♥、ま、まってくれっ♥♥！！」,「お゛っ♥、お゛っ♥、ま、まってくれっ♥♥！！」
,,,
Record.Kei-17,,「これ以上されたらっ♥♥、本当に死んでしまうっ♥♥」,「これ以上されたらっ♥♥、本当に死んでしまうっ♥♥」
,,,
Record.Kei-18,,「調子に乗ったのは悪かったからっ♥♥、ここは一旦っ…！」,「調子に乗ったのは悪かったからっ♥♥、ここは一旦っ…！」
,Record kei 2,,
Record.Kei-19,,ドチュッ！ドチュッ！ドチュッ！ドチュッ！,ドチュッ！ドチュッ！ドチュッ！ドチュッ！
,,,
Record.Kei-20,京,「お゛っ♥！？、お゛ほおっ～～～～ッッ♥♥♥！？」,「お゛っ♥！？、お゛ほおっ～～～～ッッ♥♥♥！？」
,,,
Record.Kei-21,,「へあっ♥♥、お゛っ♥、にゃんでっ♥♥♥」,「へあっ♥♥、お゛っ♥、にゃんでっ♥♥♥」
,,,
Record.Kei-22,怪人,「オナホはオナホらしく犯されていろっ！」,「オナホはオナホらしく犯されていろっ！」
,,,
Record.Kei-23,,ドチュッ！ドチュッ！ドチュッ！ドチュッ！,ドチュッ！ドチュッ！ドチュッ！ドチュッ！
,,,
Record.Kei-24,京,「お゛っ♥、お゛おっ♥、イグッ♥♥、チンポでイクっ♥♥！」,「お゛っ♥、お゛おっ♥、イグッ♥♥、チンポでイクっ♥♥！」
,Record kei １,,
Record.Kei-25,,「ッ、わかりましたっ♥♥、私は只のオナホでしたッ♥♥、黙って犯されますっ♥♥」,「ッ、わかりましたっ♥♥、私は只のオナホでしたッ♥♥、黙って犯されますっ♥♥」
,,,
Record.Kei-26,,「少しでもおチンポ様の足しになるようにっ♥♥おマンコ締めますのでっ♥♥」,「少しでもおチンポ様の足しになるようにっ♥♥おマンコ締めますのでっ♥♥」
,,,
Record.Kei-27,,「ケイの雑魚穴存分にお使いくださいっ♥」,「ケイの雑魚穴存分にお使いくださいっ♥」
,,,
Record.Kei-28,,ドチュッ！ドチュッ！ドチュッ！ドチュッ！,ドチュッ！ドチュッ！ドチュッ！ドチュッ！
,,,
Record.Kei-29,怪人,「いい心がけだなっ！そろそろ出してやろう！」,「いい心がけだなっ！そろそろ出してやろう！」
,,,
Record.Kei-30,京,「お゛っ♥、あ、ありがとうございますっ♥♥♥！」,「お゛っ♥、あ、ありがとうございますっ♥♥♥！」
,,,
Record.Kei-31,,「不祥オナホっ♥♥、中だし準備万端ですっ♥♥」,「不祥オナホっ♥♥、中だし準備万端ですっ♥♥」
,,,
Record.Kei-32,,「おチンポ様の性液っ♥♥、オナホに沢山流し込んでくださいっ♥♥」,「おチンポ様の性液っ♥♥、オナホに沢山流し込んでくださいっ♥♥」
,Record Kei 4,,
Record.Kei-33,,ドクッ！！ビュルルルッルッッ！ビシュッッ！,ドクッ！！ビュルルルッルッッ！ビシュッッ！
,,,
Record.Kei-34,京,「お゛っ♥、お゛おっ～～～～ッ♥♥♥！？」,「お゛っ♥、お゛おっ～～～～ッ♥♥♥！？」
,,,
Record.Kei-35,,京の子宮内に大量の性液が流れ込み、入りきらなくなった精液が逆流する,京の子宮内に大量の性液が流れ込み、入りきらなくなった精液が逆流する
,,,
Record.Kei-36,京,「お゛っ♥♥、お゛おっ♥、お゛ッッッッ♥♥！」,「お゛っ♥♥、お゛おっ♥、お゛ッッッッ♥♥！」
,,,
Record.Kei-37,,「私の中がっ♥♥、全部精液で満たされてっ♥♥♥」,「私の中がっ♥♥、全部精液で満たされてっ♥♥♥」
,Record Kei 5,,
Record.Kei-38,,ドクンッ！ドクッ！,ドクンッ！ドクッ！
,,,
Record.Kei-39,京,「お゛っ♥、お゛おっ♥……」,「お゛っ♥、お゛おっ♥……」
,,,
Record.Kei-40,怪人,「ふう、まあオナホとしては及第点だろう」,「ふう、まあオナホとしては及第点だろう」
,,,
Record.Kei-41,京,「はひっ♥♥、射精していただきありがとうございまひたっ♥♥♥」,「はひっ♥♥、射精していただきありがとうございまひたっ♥♥♥」
,,,
Record.Kei-42,怪人,「まあ噂以上ではなかったがな…また使ってやる」,「まあ噂以上ではなかったがな…また使ってやる」
,,,
Record.Kei-43,京,「お゛っ♥、どうせならっ♥♥、今もう一回使ってくださいっ♥♥」,「お゛っ♥、どうせならっ♥♥、今もう一回使ってくださいっ♥♥」
,,,
Record.Kei-44,京,「オナホはハメられるのが仕事なのでっ♥♥」,「オナホはハメられるのが仕事なのでっ♥♥」
,,,
Record.Kei-45,,「……それに……次はもっとうまくやりますから…♥」,「……それに……次はもっとうまくやりますから…♥」
,,,
,,,
,,,
Record Clone ,注釈,クローン達　(実装：Chapter3ｰ3クリア後),クローン達　(実装：Chapter3ｰ3クリア後)
Record.CloneTask,,【クローンの通常業務】,【クローンの通常業務】
,,,
Record.CloneTask-1,,水無瀬六花がクローンの一員になった日からしばらくして――――,水無瀬六花がクローンの一員になった日からしばらくして――――
,Record clone 1,,
Record.CloneTask-2,,072号含む新規ロットのクローン達は穴の開いた壁の前に立たされていた,072号含む新規ロットのクローン達は穴の開いた壁の前に立たされていた
,,,
Record.CloneTask-3,072号,「…………これは？」,「…………これは？」
,,,
Record.CloneTask-4,クローン,「072号、静かに。これよりクローン戦闘員性奉仕業務を開始します」,「072号、静かに。これよりクローン戦闘員性奉仕業務を開始します」
,,,
Record.CloneTask-5,クローン,「我々の仕事は戦闘ですが……待機時には戦闘員達の性処理も行います」,「我々の仕事は戦闘ですが……待機時には戦闘員達の性処理も行います」
,,,
Record.CloneTask-6,クローン,「まあ戦闘力は我々の方が高いのですが…我々はクローンですので」,「まあ戦闘力は我々の方が高いのですが…我々はクローンですので」
,,,
Record.CloneTask-7,072号,「……了解しました」,「……了解しました」
,,,
Record.CloneTask-8,,その時、壁の前に戦闘員がやってくる,その時、壁の前に戦闘員がやってくる
,,,
Record.CloneTask-9,戦闘員,「よーし、今日も頼んだぜクローンちゃん共」,「よーし、今日も頼んだぜクローンちゃん共」
,Record clone 2,,
Record.CloneTask-10,,壁に空いた穴の中に戦闘員のチンポが突っ込まれ、072号の目の前に現れる,壁に空いた穴の中に戦闘員のチンポが突っ込まれ、072号の目の前に現れる
,,,
Record.CloneTask-11,072号,「っ………！」,「っ………！」
,,,
Record.CloneTask-12,クローン,「おや、どうしましたか072号？」,「おや、どうしましたか072号？」
,,,
Record.CloneTask-13,072号,「…いえ、なんでもありません」,「…いえ、なんでもありません」
,,,
Record.CloneTask-14,クローン,「そうですか、では早速。戦闘員の男性器の咥えなさい」,「そうですか、では早速。戦闘員の男性器の咥えなさい」
,,,
Record.CloneTask-15,072号,「っ、………了解しました」,「っ、………了解しました」
,Record,,
Record.CloneTask-16,,そして072号は目の前に差し出されたチンポを咥える,そして072号は目の前に差し出されたチンポを咥える
,,,
Record.CloneTask-17,,チュポッ,チュポッ
,,,
Record.CloneTask-18,072号,「んっ……むうっ……」,「んっ……むうっ……」
,,,
Record.CloneTask-19,,(………っ、咥えるのは初めてですが……独特な感触ですね……),(………っ、咥えるのは初めてですが……独特な感触ですね……)
,,,
Record.CloneTask-20,戦闘員,「なんだぁ？今日の穴は外れか？」,「なんだぁ？今日の穴は外れか？」
,,,
Record.CloneTask-21,クローン　,「072号、咥えているだけでは男性器からの射精は出来ません。前後運動により刺激を与えなさい」,「072号、咥えているだけでは男性器からの射精は出来ません。前後運動により刺激を与えなさい」
,,,
Record.CloneTask-22,072号,「っ、ひょうはいひまひたっ」,「っ、ひょうはいひまひたっ」
,Record clone 4,,
Record.CloneTask-23,,そして072号は頭を前後に振り、戦闘員のチンポに刺激を与え始める,そして072号は頭を前後に振り、戦闘員のチンポに刺激を与え始める
,,,
Record.CloneTask-24,,チュプッ、チュプッ、チュプッ！,チュプッ、チュプッ、チュプッ！
,,,
Record.CloneTask-25,072号,「むうっ♥、んっ♥！」,「むうっ♥、んっ♥！」
,,,
Record.CloneTask-26,,(こう…でしょうか……♥？),(こう…でしょうか……♥？)
,,,
Record.CloneTask-27,,チュプッ、チュプッ、チュプッ,チュプッ、チュプッ、チュプッ
,,,
Record.CloneTask-28,戦闘員,「おいおいなんだこの緩いフェラは？教育足りてねえんじゃねえのか？」,「おいおいなんだこの緩いフェラは？教育足りてねえんじゃねえのか？」
,,,
Record.CloneTask-29,072号,「っ、むうっ！？」,「っ、むうっ！？」
,,,
Record.CloneTask-30,クローン,「072号。もっと真面目にやりなさい」,「072号。もっと真面目にやりなさい」
,,,
Record.CloneTask-31,072号,「っ、もうひわけごらいませんっ！」,「っ、もうひわけごらいませんっ！」
,,,
Record.CloneTask-32,,ジュプッ！ジュプッ！ジュプッ！,ジュプッ！ジュプッ！ジュプッ！
,,,
Record.CloneTask-33,,072号は更に口をすぼめ戦闘員のチンポを舐っていく,072号は更に口をすぼめ戦闘員のチンポを舐っていく
,,,
Record.CloneTask-34,072号,「んっ♥、んっ♥、んっ♥！」,「んっ♥、んっ♥、んっ♥！」
,,,
Record.CloneTask-35,072号,(っ、クローンとしてっ！このくらいのことは出来なければっ),(っ、クローンとしてっ！このくらいのことは出来なければっ)
,,,
Record.CloneTask-36,,ジュプッ！ジュプッ！ジュプッ！,ジュプッ！ジュプッ！ジュプッ！
,,,
Record.CloneTask-37,戦闘員,「お？やっと真面目にやり始めたか？」,「お？やっと真面目にやり始めたか？」
,,,
Record.CloneTask-38,072号,「んっ♥、んっ♥、んっ♥！」,「んっ♥、んっ♥、んっ♥！」
,,,
Record.CloneTask-39,戦闘員,「まあいい、その頑張りに免じて出してやるっ、オラッ」,「まあいい、その頑張りに免じて出してやるっ、オラッ」
,Record clone 5,,
Record.CloneTask-40,,ドピュッ！ドビュルルルッ！,ドピュッ！ドビュルルルッ！
,,,
Record.CloneTask-41,072号,「～～～～～～～ッ♥♥！！」,「～～～～～～～ッ♥♥！！」
,,,
Record.CloneTask-42,,072号の口内に勢いよく白濁液が注ぎ込まれる,072号の口内に勢いよく白濁液が注ぎ込まれる
,,,
Record.CloneTask-43,072号,「んむっ♥、んっ♥」,「んむっ♥、んっ♥」
,,,
Record.CloneTask-44,072号,(っ、これが…精液ですか……っ！),(っ、これが…精液ですか……っ！)
,,,
Record.CloneTask-45,戦闘員,「オラッ、しっかり飲めよっ！」,「オラッ、しっかり飲めよっ！」
,,,
Record.CloneTask-46,,ゴブッ♥♥、ドププッ♥♥！,ゴブッ♥♥、ドププッ♥♥！
,,,
Record.CloneTask-47,072号,「……っ！」,「……っ！」
,,,
Record.CloneTask-48,072号,(っ、凄い量……っ！こんなにっ♥♥),(っ、凄い量……っ！こんなにっ♥♥)
,,,
Record.CloneTask-49,,戦闘員のチンポが何度か脈打った後、残った精液が発射される,戦闘員のチンポが何度か脈打った後、残った精液が発射される
,Record clone 6,,
Record.CloneTask-50,072号,「んっ♥、けぷっ……♥♥」,「んっ♥、けぷっ……♥♥」
,,,
Record.CloneTask-51,戦闘員,「ふう、出した出した…だがまだ未熟なフェラだな、しっかり教育してくれ？」,「ふう、出した出した…だがまだ未熟なフェラだな、しっかり教育してくれ？」
,,,
Record.CloneTask-52,クローン,「そうですね。072号はこの後調整室に来なさい。少し定型化改造をする必要があるようですので」,「そうですね。072号はこの後調整室に来なさい。少し定型化改造をする必要があるようですので」
,,,
Record.CloneTask-53,072号,「っ、……了解しました。」,「っ、……了解しました。」
,,,
Record.CloneTask-54,,クローンの一員となった072号は拒否することなくそれに従うのだった,クローンの一員となった072号は拒否することなくそれに従うのだった
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Record Erena＆Nayuta,注釈,エンドコンテンツ　那由多＆エレナ,エンドコンテンツ　那由多＆エレナ
Record.Erenayuta,,【最強の二人】,【最強の二人】
,,,
Record.Erenayuta-1,,エレナと那由多が財団の手に堕ちてからしばらくの時が流れ―――,エレナと那由多が財団の手に堕ちてからしばらくの時が流れ―――
,暗転,,
Record.Erenayuta-2,Record E＆N 1,エレナと那由多は公衆トイレの壁に括りつけられていた,エレナと那由多は公衆トイレの壁に括りつけられていた
,,,
Record.Erenayuta-3,エレナ,「っ、何ですかこれは……」,「っ、何ですかこれは……」
,,,
Record.Erenayuta-4,那由多,「これは……大変な状況ですね」,「これは……大変な状況ですね」
,,,
Record.Erenayuta-5,エレナ,「それに……何故この女を隣に……！」,「それに……何故この女を隣に……！」
,,,
Record.Erenayuta-6,那由多,「こちらのセリフです。何故真横に配置するのでしょうか」,「こちらのセリフです。何故真横に配置するのでしょうか」
,,,
Record.Erenayuta-7,戦闘員,「ったく、お前らは堕ちてるってのにいつも喧嘩ばっかだな」,「ったく、お前らは堕ちてるってのにいつも喧嘩ばっかだな」
,,,
Record.Erenayuta-8,エレナ,「はい。正直不快です。何故このような事を……」,「はい。正直不快です。何故このような事を……」
,,,
Record.Erenayuta-9,那由多,「随分な物言いですね。その無駄なプライドの高さは変わってないのですね」,「随分な物言いですね。その無駄なプライドの高さは変わってないのですね」
,,,
Record.Erenayuta-10,エレナ,「………言わせておけば」,「………言わせておけば」
,,,
Record.Erenayuta-11,戦闘員,「まあまあ落ち着け。今日はそんなお前らのために対決の場を用意してやったってわけだ」,「まあまあ落ち着け。今日はそんなお前らのために対決の場を用意してやったってわけだ」
,,,
Record.Erenayuta-12,那由多,「………どういうことですか？」,「………どういうことですか？」
,Record E＆N 2,,
Record.Erenayuta-13,,目の前に何人もの裸の男がぞろぞろと現れる,目の前に何人もの裸の男がぞろぞろと現れる
,,,
Record.Erenayuta-14,エレナ,「……っ、これは！？」,「……っ、これは！？」
,,,
Record.Erenayuta-15,戦闘員,「お前らにはこの公園のトイレで“肉便器”対決をしてもらう」,「お前らにはこの公園のトイレで“肉便器”対決をしてもらう」
,,,
Record.Erenayuta-16,,「この部屋は中継されていてお前らを使いたくなった男どもがやってくる」,「この部屋は中継されていてお前らを使いたくなった男どもがやってくる」
,,,
Record.Erenayuta-17,,「まそれで沢山使用…膣内射精してもらった方が勝者というわけだ」,「まそれで沢山使用…膣内射精してもらった方が勝者というわけだ」
,,,
Record.Erenayuta-18,エレナ,「………肉便器……くだらないですね」,「………肉便器……くだらないですね」
,,,
Record.Erenayuta-19,那由多,「いくら私達が堕ちているからといっても……流石に抵抗があります」,「いくら私達が堕ちているからといっても……流石に抵抗があります」
,,,
Record.Erenayuta-20,戦闘員,「ああ、ちなみに勝った方は一階級特進だ。上官になるってわけだな」,「ああ、ちなみに勝った方は一階級特進だ。上官になるってわけだな」
,,,
Record.Erenayuta-21,エレナ＆那由多,「「ッ！！！！！！」」,「「ッ！！！！！！」」
,,,
Record.Erenayuta-22,戦闘員,「そういうわけで……まあせいぜい頑張ってくれ」,「そういうわけで……まあせいぜい頑張ってくれ」
,暗転,,
Record.Erenayuta-23,Record E＆N 3,ズッブウウウウゥッ！！！！,ズッブウウウウゥッ！！！！
,,,
Record.Erenayuta-24,エレナ＆那由多,「っ、！！！！」,「っ、！！！！」
,,,
Record.Erenayuta-25,男,「うおっ、これが聖核戦姫のマンコっ…流石の弾力と締め付けだっ！」,「うおっ、これが聖核戦姫のマンコっ…流石の弾力と締め付けだっ！」
,,,
Record.Erenayuta-26,エレナ,「ふっ、この程度のチンポ…簡単にヌキとってあげます！」,「ふっ、この程度のチンポ…簡単にヌキとってあげます！」
,,,
Record.Erenayuta-27,那由多,「どちらが早く搾精できるか…勝負ですね……！」,「どちらが早く搾精できるか…勝負ですね……！」
,Record E＆N 4,,
Record.Erenayuta-28,,バチュッ、バチュッ、バチュッ！,バチュッ、バチュッ、バチュッ！
,,,
Record.Erenayuta-29,,那由多とエレナは競うように膣を締め付け、射精を促す,那由多とエレナは競うように膣を締め付け、射精を促す
,,,
Record.Erenayuta-30,エレナ,「っ♥、どうですかっ、AV撮影で鍛えた私の肉厚マンコっ♥♥」,「っ♥、どうですかっ、AV撮影で鍛えた私の肉厚マンコっ♥♥」
,,,
Record.Erenayuta-31,,バチュッ、バチュッ、バチュッ！,バチュッ、バチュッ、バチュッ！
,,,
Record.Erenayuta-32,男,「うおっ、すげえっ…これが雌牛AV女優エレナちゃんのマンコっ」,「うおっ、すげえっ…これが雌牛AV女優エレナちゃんのマンコっ」
,,,
Record.Erenayuta-33,エレナ,「はあっ♥、当然ですッ！、」,「はあっ♥、当然ですッ！、」
,,,
Record.Erenayuta-34,那由多,「私こそっ、VIP接待で鍛えたテクニックはどうですかっ♥、数だけ多いヤリマンとは違いますっ♥♥」,「私こそっ、VIP接待で鍛えたテクニックはどうですかっ♥、数だけ多いヤリマンとは違いますっ♥♥」
,,,
Record.Erenayuta-35,男,「ぐうっ、このヒダ使いっ、まるでチンポを握られているようだっ！」,「ぐうっ、このヒダ使いっ、まるでチンポを握られているようだっ！」
,,,
Record.Erenayuta-36,,バチュッ、バチュッ、バチュッ！,バチュッ、バチュッ、バチュッ！
,,,
Record.Erenayuta-37,エレナ,「んっ♥、早く出してくださいっ、私のマンコにっ！」,「んっ♥、早く出してくださいっ、私のマンコにっ！」
,,,
Record.Erenayuta-38,那由多,「エレナには負けませんっ♥、当然私が勝ちますっ♥」,「エレナには負けませんっ♥、当然私が勝ちますっ♥」
,,,
Record.Erenayuta-39,男,「ぬっ、締め付けが…ぐおっ、出るっ！」,「ぬっ、締め付けが…ぐおっ、出るっ！」
,Record E＆N 5,,
Record.Erenayuta-40,,ドクッ！、ドクドクッ！,ドクッ！、ドクドクッ！
,,,
Record.Erenayuta-41,,ほぼ同時にエレナと那由多のマンコに勢いよく精液が放たれる,ほぼ同時にエレナと那由多のマンコに勢いよく精液が放たれる
,,,
Record.Erenayuta-42,エレナ,「んっ♥、んうっ♥♥！」,「んっ♥、んうっ♥♥！」
,,,
Record.Erenayuta-43,那由多,「っ♥、くうっ♥！」,「っ♥、くうっ♥！」
,Record E＆N 6,,
Record.Erenayuta-44,男,「ふう、いい感じだったよ那由多ちゃん」,「ふう、いい感じだったよ那由多ちゃん」
,,,
Record.Erenayuta-45,戦闘員,「あー、これで二人とも1ポイントだな。分かりやすいようにペンで書いといてやる」,「あー、これで二人とも1ポイントだな。分かりやすいようにペンで書いといてやる」
,Record E＆N 7,,
Record.Erenayuta-46,エレナ,「んっ♥、なるほど、この感じで搾精し続ければいいんですね…！」,「んっ♥、なるほど、この感じで搾精し続ければいいんですね…！」
,,,
Record.Erenayuta-47,那由多,「ふん♥、要領が分かってしまえばこちらのものですっ。この勝負、私が勝ちますっ！」,「ふん♥、要領が分かってしまえばこちらのものですっ。この勝負、私が勝ちますっ！」
,Record E＆N ８,,
Record.Erenayuta-48,,そして次の男たちが那由多とエレナに覆いかぶさる,そして次の男たちが那由多とエレナに覆いかぶさる
,,,
Record.Erenayuta-49,,バチュッ、バチュッ、バチュッ！,バチュッ、バチュッ、バチュッ！
,,,
Record.Erenayuta-50,エレナ,「勝つのは私ですッ♥、こんな節操のない格好の雌ブタには負けませんっ♥！」,「勝つのは私ですッ♥、こんな節操のない格好の雌ブタには負けませんっ♥！」
,,,
Record.Erenayuta-51,那由多,「メス牛ユルマンビッチが私に勝てるとでも？♥勝つのは私ですっ♥♥」,「メス牛ユルマンビッチが私に勝てるとでも？♥勝つのは私ですっ♥♥」
,,,
Record.Erenayuta-52,戦闘員,「あー、じゃあ明日の朝迎えに来てやるから、それまで頑張ってくれ」,「あー、じゃあ明日の朝迎えに来てやるから、それまで頑張ってくれ」
,,,
Record.Erenayuta-53,エレナ,「ふっ…望むところですっ♥」,「ふっ…望むところですっ♥」
,,,
Record.Erenayuta-54,那由多,「この勝負…本気でイカせていただきます！」,「この勝負…本気でイカせていただきます！」
,,,
Record.Erenayuta-55,,そしてエレナと那由多は一晩中搾精肉便器勝負へと臨むのであった,そしてエレナと那由多は一晩中搾精肉便器勝負へと臨むのであった
,,,
Record.Erenayuta-56,,―――翌日,―――翌日
,暗転,,
Record.Erenayuta-57,Record E＆N ９,そこには体中に無数の卑猥な落書きをされ、精液にまみれた二人の姿があった,そこには体中に無数の卑猥な落書きをされ、精液にまみれた二人の姿があった
,,,
Record.Erenayuta-58,エレナ,「お゛っ♥、……お゛おっ♥…………」,「お゛っ♥、……お゛おっ♥…………」
,,,
Record.Erenayuta-59,那由多,「ん゛あっ…♥、お゛っ♥、お゛……」,「ん゛あっ…♥、お゛っ♥、お゛……」
,,,
Record.Erenayuta-60,戦闘員,「おはよう二人とも、おーおーこりゃすげえなｗ」,「おはよう二人とも、おーおーこりゃすげえなｗ」
,,,
Record.Erenayuta-61,戦闘員,「体中に精液ぶっかけられまくって…マジの便器じゃねえかｗ」,「体中に精液ぶっかけられまくって…マジの便器じゃねえかｗ」
,,,
Record.Erenayuta-62,エレナ,「お゛♥、……わたし♥、の♥、勝ちですっ…♥」,「お゛♥、……わたし♥、の♥、勝ちですっ…♥」
,,,
Record.Erenayuta-63,那由多,「んっ♥、私こそがっ♥…沢山使ってもらってッ♥♥」,「んっ♥、私こそがっ♥…沢山使ってもらってッ♥♥」
,,,
Record.Erenayuta-64,戦闘員,「何だお前ら？もう限界なのか？もう次の客が来てるぞ」,「何だお前ら？もう限界なのか？もう次の客が来てるぞ」
,Record E＆N １０,,
Record.Erenayuta-65,エレナ,「っ♥、わ、私を使ってくださいっ！」,「っ♥、わ、私を使ってくださいっ！」
,,,
Record.Erenayuta-66,那由多,「いえっ、ここは私をッ♥♥」,「いえっ、ここは私をッ♥♥」
,,,
Record.Erenayuta-67,戦闘員,「おーおーまだ元気じゃねえか。流石最強の聖核戦姫だなぁ？」,「おーおーまだ元気じゃねえか。流石最強の聖核戦姫だなぁ？」
,,,
Record.Erenayuta-68,エレナ,「当たり前ですっ♥、肉便器勝負とて手は抜けませんっ！」,「当たり前ですっ♥、肉便器勝負とて手は抜けませんっ！」
,,,
Record.Erenayuta-69,那由多,「はっ♥、最強の肉便器がどんなものか見せてあげますっ♥」,「はっ♥、最強の肉便器がどんなものか見せてあげますっ♥」
,Record E＆N １1,,
Record.Erenayuta-70,,バチュッ、バチュッ、バチュッ、バチュッ！,バチュッ、バチュッ、バチュッ、バチュッ！
,,,
Record.Erenayuta-71,エレナ,「んっ♥、あっ♥、んんっ♥♥」,「んっ♥、あっ♥、んんっ♥♥」
,,,
Record.Erenayuta-72,那由多,「んあっ♥、お゛っ♥、うんっ♥♥」,「んあっ♥、お゛っ♥、うんっ♥♥」
,,,
Record.Erenayuta-73,,エレナと那由多は既に何人ものチンポを受け入れており、もはや肉便器であることに全く抵抗はなかった,エレナと那由多は既に何人ものチンポを受け入れており、もはや肉便器であることに全く抵抗はなかった
,,,
Record.Erenayuta-74,エレナ,「んっ♥、早く射精しなさいっ♥、このブタ女に負けてられませんっ！」,「んっ♥、早く射精しなさいっ♥、このブタ女に負けてられませんっ！」
,,,
Record.Erenayuta-75,那由多,「っ♥、そっちこそっ♥、肉付きがいいだけのメス牛のくせにっ♥、生意気ですっ♥」,「っ♥、そっちこそっ♥、肉付きがいいだけのメス牛のくせにっ♥、生意気ですっ♥」
,Record E＆N １２,,
Record.Erenayuta-76,,ドクッ、ドビュルルルッッ！,ドクッ、ドビュルルルッッ！
,,,
Record.Erenayuta-77,,何度目かもわからない精液が二人に放たれる,何度目かもわからない精液が二人に放たれる
,,,
Record.Erenayuta-78,エレナ,「んっ♥、き、来ましたっ♥」,「んっ♥、き、来ましたっ♥」
,,,
Record.Erenayuta-79,那由多,「っ♥、あ、ありがとうございますぅ♥！」,「っ♥、あ、ありがとうございますぅ♥！」
,Record E＆N １３,,
Record.Erenayuta-80,,そしてずるりと那由多からチンポが引き抜かれる,そしてずるりと那由多からチンポが引き抜かれる
,,,
Record.Erenayuta-81,エレナ,「…何してるんですか、射精が終わったなら早くどいてください！」,「…何してるんですか、射精が終わったなら早くどいてください！」
,,,
Record.Erenayuta-82,男,「いやー、射精したらもよおしてきちゃってね、このままさせてもらうよ」,「いやー、射精したらもよおしてきちゃってね、このままさせてもらうよ」
,,,
Record.Erenayuta-83,,そう言うと男はエレナの膣内で放尿を始める,そう言うと男はエレナの膣内で放尿を始める
,Record E＆N １４,,
Record.Erenayuta-84,,ジョボッ、ジョボボボッ！,ジョボッ、ジョボボボッ！
,,,
Record.Erenayuta-85,エレナ,「なっ♥、何してるんですかっ♥！」,「なっ♥、何してるんですかっ♥！」
,,,
Record.Erenayuta-86,那由多,「ふふっ♥、無様ですね…♥」,「ふふっ♥、無様ですね…♥」
,,,
Record.Erenayuta-87,エレナ,「するのは勝手ですが…こんなポイントにならないことをっ！早く終わらせてください！」,「するのは勝手ですが…こんなポイントにならないことをっ！早く終わらせてください！」
,,,
Record.Erenayuta-88,戦闘員,「あー、放尿も1ポイントで良いんじゃねえか？肉便器なんだし」,「あー、放尿も1ポイントで良いんじゃねえか？肉便器なんだし」
,,,
Record.Erenayuta-89,那由多,「なっ！？」,「なっ！？」
,Record E＆N １５,,
Record.Erenayuta-90,エレナ,「ふふっ、どうやら私の方がレベルの高い肉便器のようですねっ♥」,「ふふっ、どうやら私の方がレベルの高い肉便器のようですねっ♥」
,,,
Record.Erenayuta-91,那由多,「なっ、わ、私にもっ♥、私にもおしっこしてくださいっ♥、エレナに負けるわけにはっ♥」,「なっ、わ、私にもっ♥、私にもおしっこしてくださいっ♥、エレナに負けるわけにはっ♥」
,,,
Record.Erenayuta-92,男,「あ？しょうがねーなー」,「あ？しょうがねーなー」
,Record E＆N １６,,
Record.Erenayuta-93,,ジョボッ、ジョボボボッ！,ジョボッ、ジョボボボッ！
,,,
Record.Erenayuta-94,那由多,「ぐっ♥、んんっ♥♥」,「ぐっ♥、んんっ♥♥」
,,,
Record.Erenayuta-95,,男は那由多の顔へ向けて勢いよく放尿する,男は那由多の顔へ向けて勢いよく放尿する
,,,
Record.Erenayuta-96,那由多,「ごぼっ♥、げぶっ♥！」,「ごぼっ♥、げぶっ♥！」
,Record E＆N １７,,
Record.Erenayuta-97,男,「ふう、すっきりしたぜ」,「ふう、すっきりしたぜ」
,,,
Record.Erenayuta-98,那由多,「はあっ、はぁっ♥、これで互角ですね！」,「はあっ、はぁっ♥、これで互角ですね！」
,,,
Record.Erenayuta-99,エレナ,「なっ…あなたそこまで…！」,「なっ…あなたそこまで…！」
,,,
Record.Erenayuta-100,エレナ,「負けてられませんっ、皆様ッ♥、もっと私を使ってくださいっ♥！」,「負けてられませんっ、皆様ッ♥、もっと私を使ってくださいっ♥！」
,,,
Record.Erenayuta-101,那由多,「いえっ、私をッ♥、ザーメンでもおしっこでも、沢山ぶっかけてくださいっ♥！」,「いえっ、私をッ♥、ザーメンでもおしっこでも、沢山ぶっかけてくださいっ♥！」
,,,
Record.Erenayuta-102,戦闘員,「ははっ、必死だな。まあ後3日間このままにしておくからせいぜい頑張ってくれ」,「ははっ、必死だな。まあ後3日間このままにしておくからせいぜい頑張ってくれ」
,Record E＆N １1,,
