Key,Comment,Japanese,English
Dialog.Chapter4-3-66,触手怪人,「なんだとっ？敵の数は？」,"""What the hell? How many enemies?"""
,,,
Dialog.Chapter4-3-67,戦闘員(通信),「一人ですっ！クローンが応戦していますが全く歯が立ちません！」,"I'm alone! The clones are fighting back, but they are completely outmatched!"""
,,,
Dialog.Chapter4-3-68,戦闘員(通信),「経路から推測するに…おそらくそちらの中央指令室に接近しています！」,"""I'm guessing from the path... it's probably approaching your central command center!"""
,,,
Dialog.Chapter4-3-68(1),SEL,触手怪人！今すぐ猫宮京の隠し持っていたそれを破壊しろ！,"Tentacle Monster! Destroy it now, hidden by Nekomiya Kei!"
,暗転＆アジト(アラート),,
Dialog.Chapter4-3-69,触手怪人,「！、了解しました！」,"""! I understand!"""
,,,
Dialog.Chapter4-3-70,京(変身),「ん～、やっと気が付いた？これは私の聖核エネルギーを利用した発信機だよ…」,"'Hmmm, did you finally notice? It's a transmitter that harnesses my holy nuclear energy..."""
,,,
Dialog.Chapter4-3-71,,「ここは電波が届かないからね…私の聖核エネルギーで位置情報を伝達しているのさ」,'There's no radio reception here...so I use my holy nuclear energy to transmit my location information.
,,,
Dialog.Chapter4-3-72,,「…まあ、今更遅いけど」,"...well, it's a little late for that now."""
,,,
Dialog.Chapter4-3-73,005号,「っ、このっ！、―――ッ？！来ます！衝撃に備えてください！」,"You! You...? It's coming! Brace for impact!"""
,,,
Dialog.Chapter4-3-74,,その瞬間、部屋の壁が轟音と共に砕け散る,"At that moment, the walls of the room shatter with a roar."
,那由多(黒影),,
Dialog.Chapter4-3-75,???,「……やっと辿り着きました。ここが財団日本支部の本丸ですか」,"I finally arrived at ....... Is this the main office of the Foundation's Japan branch?"""
,,,
Dialog.Chapter4-3-76,005号,「…っ！、72号！侵入者を捕えます！同時に攻撃を！」,"""...! No. 72! We will seize the intruder! Attack at the same time!"
,,,
Dialog.Chapter4-3-77,072号,「！、はいっ！」,"""! Yes!"
,,,
,,戦闘開始,戦闘開始
,,,
,,戦闘終了,戦闘終了
,,,
Dialog.Chapter4-3-78,,005号と072号は意識を失い床に崩れ落ちる,Nos. 005 and 072 lose consciousness and crumple to the floor.
,,,
Dialog.Chapter4-3-79,那由多(普通の立ち絵),「安心してください、峰打ちです。ここにいる者は全員後で回収しますから」,"Don't worry, it's just a peak. We'll collect everyone here later."""
,,,
Dialog.Chapter4-3-80,京,「おー、流石。やっぱり会長は頼りになるね」,"""Oh, that's great. I knew I could count on the chairman."""
,,,
Dialog.Chapter4-3-81,???,「おや…京さん！そこにいましたか」,"Oh...Mr. Kei! There you are."""
,,,
Dialog.Chapter4-3-82,触手怪人＆京,「ぐうっ、！おい、そこの女！これ以上動くな！コイツがどうなってもいいのか？」,"Gosh,"" she said! Hey, there, woman! Don't move any further! What do you care what happens to him?"""
,,,
Dialog.Chapter4-3-83,,その瞬間、京を拘束していた触手怪人の触手が全て宙に舞う,"At that moment, all the tentacles of the tentacle monster that was restraining Kei fly into the air."
,,,
Dialog.Chapter4-3-84,触手怪人,「……？？！、ぐあっ、俺の腕がっ？！」,"""......? Oh, my arm!"
,,,
Dialog.Chapter4-3-85,???,「怪人に情けはありません。消えなさい」,"There is no mercy for monsters. Go away."""
,,,
Dialog.Chapter4-3-86,京,「ふう、ありがとう会長、助かったよ。発信機がちゃんと機能してよかった」,"I'm glad the transmitter is working properly."" I'm glad the transmitter is working properly."""
,,,
Dialog.Chapter4-3-87,???,「いいえ、こちらこそありがとうございます。貴女が誘導してくれたおかげでここまで辿り着けました」,"No, thank you very much. Thanks to your guidance, I got here."""
,,,
Dialog.Chapter4-3-88,???,「…さて、貴方がここの最高責任者でしょうか」,"Now, are you the chief executive here?"
,,,
Dialog.Chapter4-3-88(1),SEL,……そうだ,...... Yes.
,,,
Dialog.Chapter4-3-89,那由多,「一応自己紹介を。聖核戦姫、コード：オブシディアン。聖月女学園生徒会長“八雲 那由多”です」,"Let me introduce myself. I am the Seikaku Princess, Code: Obsidian. I am Yakumo Nayuta, the student council president of Seigetsu Jogakuen."
,,,
Dialog.Chapter4-3-90,那由多,「この地下アジトは制圧しました。無駄な抵抗はせず直ちに投降しなさい」,This underground hideout is now under control. Do not resist in vain and surrender immediately.
